CUSIP,Ticker,Company,Shares,Delta_Shares,Value,Delta_Value,Delta,Portfolio%
H1467J104,CB,Chubb Ltd (USD),242524,37752,67.01M,10.43M,+18.4%,0.2%
384802104,GWW,WW Grainger Inc,34851,9818,36.73M,10.35M,+39.2%,0.11%
21036P108,STZ,Constellation Brands Inc-A,115122,46025,25.44M,10.17M,+66.6%,0.08%
7591EP100,RF,Regions Financial Corp.,817663,423788,19.23M,9.97M,+107.6%,0.06%
253868103,DLR,Digital Realty Trust Inc.,244315,55580,43.32M,9.86M,+29.4%,0.13%
049468101,TEAM,Atlassian Corp,108471,40146,26.4M,9.77M,+58.8%,0.08%
548661107,LOW,Lowes Co.,276513,39463,68.24M,9.74M,+16.6%,0.2%
12008R107,BLDR,Builders Firstsource Inc,113321,67820,16.2M,9.69M,+149.1%,0.05%
032095101,APH,Amphenol Corp. A,614473,138075,42.68M,9.59M,+29%,0.13%
101137107,BSX,Boston Scientific Corp.,731342,106058,65.32M,9.47M,+17%,0.2%
674599105,OXY,Occidental Petroleum Corp,672910,189600,33.25M,9.37M,+39.2%,0.1%
969904101,WSM,Williams-Sonoma Inc (US),99241,50141,18.38M,9.29M,+102.1%,0.05%
74340W103,PLD,Prologis Inc,525102,86846,55.5M,9.18M,+19.8%,0.17%
573874104,MRVL,Marvell Technology Inc,1264785,82828,139.7M,9.15M,+7%,0.42%
25809K105,DASH,DoorDash Inc,171432,53864,28.76M,9.04M,+45.8%,0.09%
760759100,RSG,Republic Services Inc.,221399,44162,44.54M,8.88M,+24.9%,0.13%
278865100,ECL,Ecolab Inc.,193667,37360,45.38M,8.75M,+23.9%,0.14%
146869102,CVNA,Carvana Co,46700,42564,9.5M,8.66M,+1029.1%,0.03%
291011104,EMR,Emerson Electric Co.,321979,69518,39.9M,8.62M,+27.5%,0.12%
94106L109,WM,Waste Management Inc.,312642,42531,63.09M,8.58M,+15.7%,0.19%
075887109,BDX,Becton Dickinson & Co.,208847,37339,47.38M,8.47M,+21.8%,0.14%
064058100,BK,Bank of New York Mellon Corp/The,462981,109500,35.57M,8.41M,+31%,0.11%
30161N101,EXC,Exelon Corp.,969812,221259,36.5M,8.33M,+29.6%,0.11%
571748102,MRSH,Marsh & McLennan Cos Inc,281025,38738,59.69M,8.23M,+16%,0.18%
G5960L103,MDT,Medtronic PLC,677585,99643,54.13M,7.96M,+17.2%,0.16%
43300A203,HLT,Hilton Worldwide Holdings Inc,138899,31776,34.33M,7.85M,+29.7%,0.1%
001055102,AFL,Aflac Inc,346811,75715,35.87M,7.83M,+27.9%,0.11%
74144T108,TROW,T. Rowe Price Group Inc.,153856,66155,17.4M,7.48M,+75.4%,0.05%
032654105,ADI,Analog Devices Inc,259399,35028,55.11M,7.44M,+15.6%,0.16%
36828A101,GEV,GE Vernova Inc,130009,22542,42.76M,7.41M,+21%,0.13%
58933Y105,MRK,Merck & Co. Inc. (US),1886346,72001,187.65M,7.16M,+4%,0.56%
86800U302,SMCI,Super Micro Computer Inc,232804,232804,7.1M,7.1M,NEW,0.02%
526107107,LII,Lennox International Inc,28558,11635,17.4M,7.09M,+68.8%,0.05%
03027X100,AMT,American Tower Corp,247038,37622,45.31M,6.9M,+18%,0.14%
209115104,ED,Consolidated Edison Inc.,501265,77086,44.73M,6.88M,+18.2%,0.13%
235851102,DHR,Danaher Corp. (US),341269,29924,78.34M,6.87M,+9.6%,0.23%
595112103,MU,Micron Technology Inc,554323,81343,46.65M,6.85M,+17.2%,0.14%
91688F104,UPWK,Upwork Inc,407871,407871,6.67M,6.67M,NEW,0.02%
01973R101,ALSN,Allison Transmission Holdings Inc,182872,61517,19.76M,6.65M,+50.7%,0.06%
031100100,AME,Ametek Inc.,175801,36870,31.69M,6.65M,+26.5%,0.09%
452308109,ITW,Illinois Tool Works Inc.,182232,26112,46.21M,6.62M,+16.7%,0.14%
169656105,CMG,Chipotle Mexican Grill Inc. Class A,677547,107436,40.86M,6.48M,+18.8%,0.12%
609207105,MDLZ,Mondelez International Inc,677198,106242,40.45M,6.35M,+18.6%,0.12%
911312106,UPS,United Parcel Service Inc. B U.P.S.,400439,49444,50.5M,6.23M,+14.1%,0.15%
69331C108,PCG,PG&E Corp.,1633293,305854,32.96M,6.17M,+23%,0.1%
902973304,USB,US Bancorp,805223,127735,38.51M,6.11M,+18.9%,0.12%
009066101,ABNB,Airbnb Inc A,224833,45943,29.55M,6.04M,+25.7%,0.09%
594972408,MSTR,Strategy Incorporation A,86282,20777,24.99M,6.02M,+31.7%,0.07%
231021106,CMI,Cummins Inc.,106355,17202,37.08M,6M,+19.3%,0.11%
45866F104,ICE,Intercontinental Exchange Inc,322388,39910,48.04M,5.95M,+14.1%,0.14%
668771108,GEN,Gen Digital Inc,483364,212849,13.23M,5.83M,+78.7%,0.04%
655663102,NDSN,Nordson Corp,54353,27645,11.37M,5.78M,+103.5%,0.03%
363576109,AJG,Arthur J. Gallagher & Co,174106,20159,49.42M,5.72M,+13.1%,0.15%
05464C101,AXON,Axon Enterprise Inc,56562,9450,33.62M,5.62M,+20.1%,0.1%
773903109,ROK,Rockwell Automation Inc.,243705,19299,69.65M,5.52M,+8.6%,0.21%
127097103,CTRA,Coterra Energy Inc,959650,213124,24.51M,5.44M,+28.5%,0.07%
247361702,DAL,Delta Air Lines Inc (DAL),136246,88640,8.24M,5.36M,+186.2%,0.02%
931142103,WMT,Walmart Inc,2629328,59336,237.56M,5.36M,+2.3%,0.71%
58155Q103,MCK,McKesson Corp.,76983,9330,43.87M,5.32M,+13.8%,0.13%
127387108,CDNS,Cadence Design Systems Inc.,139273,17575,41.85M,5.28M,+14.4%,0.13%
571903202,MAR,Marriott International Inc/MD,117672,18491,32.82M,5.16M,+18.6%,0.1%
14448C104,CARR,Carrier Global Corporation,401008,74033,27.37M,5.05M,+22.6%,0.08%
615369105,MCO,Moodys Corp.,94017,10429,44.5M,4.94M,+12.5%,0.13%
24703L202,DELL,Dell Technologies Inc C,160204,42673,18.46M,4.92M,+36.3%,0.06%
693475105,PNC,PNC Financial Services Group Inc/The,214452,25402,41.36M,4.9M,+13.4%,0.12%
14040H105,COF,Capital One Financial Corp.,192219,27408,34.28M,4.89M,+16.6%,0.1%
G3922B107,G,Genpact Ltd,113728,113728,4.88M,4.88M,NEW,0.01%
89832Q109,TFC,Truist Financial Corporation,652983,112362,28.33M,4.87M,+20.8%,0.08%
30040W108,ES,Eversource Energy,337457,84843,19.38M,4.87M,+33.6%,0.06%
009158106,APD,Air Products and Chemicals Inc,113054,16758,32.79M,4.86M,+17.4%,0.1%
49714P108,KNSL,Kinsale Capital Group Inc,18210,10262,8.47M,4.77M,+129.1%,0.03%
G29183103,ETN,Eaton Corporation Plc (USD),187959,14320,62.38M,4.75M,+8.2%,0.19%
912008109,USFD,US Foods Holding Corp,107495,70253,7.25M,4.74M,+188.6%,0.02%
88579Y101,MMM,3M Co.,259284,36331,33.47M,4.69M,+16.3%,0.1%
91913Y100,VLO,Valero Energy Corp.,202943,38107,24.88M,4.67M,+23.1%,0.07%
828806109,SPG,Simon Property Group Inc,179685,26945,30.94M,4.64M,+17.6%,0.09%
97717P104,WT,WisdomTree Inc,438490,438490,4.6M,4.6M,NEW,0.01%
406216101,HAL,Halliburton Co.,680819,167726,18.51M,4.56M,+32.7%,0.06%
268150109,DT,Dynatrace Inc,204366,83324,11.11M,4.53M,+68.8%,0.03%
422806208,HEIA,HEICO Corp A,117579,23579,21.88M,4.39M,+25.1%,0.07%
345370860,F,Ford Motor Co. (US),1981827,442838,19.62M,4.38M,+28.8%,0.06%
776696106,ROP,Roper Technologies Inc,58690,8352,30.51M,4.34M,+16.6%,0.09%
22822V101,CCI,Crown Castle Inc,247796,47441,22.49M,4.31M,+23.7%,0.07%
443201108,HWM,Howmet Aerospace Inc,320799,39249,35.09M,4.29M,+13.9%,0.1%
58733R102,MELI,MercadoLibre Inc,22857,2518,38.87M,4.28M,+12.4%,0.12%
16411R208,LNG,Cheniere Energy Inc.,155919,19705,33.5M,4.23M,+14.5%,0.1%
833445109,SNOW,Snowflake Inc,148265,27301,22.89M,4.22M,+22.6%,0.07%
126650100,CVS,CVS Health Corp.,625008,93730,28.06M,4.21M,+17.6%,0.08%
693718108,PCAR,PACCAR Inc.,358268,40296,37.27M,4.19M,+12.7%,0.11%
98419M100,XYL,Xylem Inc/NY,477206,35949,55.37M,4.17M,+8.1%,0.17%
88025T102,TENB,Tenable Holdings Inc,142096,105835,5.6M,4.17M,+291.9%,0.02%
778296103,ROST,Ross Stores Inc.,172763,27328,26.13M,4.13M,+18.8%,0.08%
49177J102,KVUE,Kenvue Inc,1062443,193395,22.68M,4.13M,+22.3%,0.07%
550021109,LULU,Lululemon Athletica Inc,62248,10688,23.8M,4.09M,+20.7%,0.07%
252131107,DXCM,Dexcom Inc.,218648,52344,17M,4.07M,+31.5%,0.05%
969457100,WMB,Williams Cos Inc/The,895744,74883,48.48M,4.05M,+9.1%,0.14%
37940X102,GPN,Global Payments Inc.,139177,35917,15.6M,4.02M,+34.8%,0.05%
962166104,WY,Weyerhaeuser Corp.,439751,142762,12.38M,4.02M,+48.1%,0.04%
902252105,TYL,Tyler Technologies Inc,23747,6959,13.69M,4.01M,+41.5%,0.04%
49271V100,KDP,Keurig Dr Pepper Inc (USD),751634,123165,24.14M,3.96M,+19.6%,0.07%
165167735,EXE,Expand Energy Corporation (US),180893,39685,18.01M,3.95M,+28.1%,0.05%
651639106,NEM,Newmont Corporation,660585,105655,24.59M,3.93M,+19%,0.07%
874054109,TTWO,Take-Two Interactive Software Inc.,97631,21196,17.97M,3.9M,+27.7%,0.05%
756109104,O,Realty Income Corp REIT (US),495886,72624,26.49M,3.88M,+17.2%,0.08%
929160109,VMC,Vulcan Materials Co.,65722,15041,16.91M,3.87M,+29.7%,0.05%
36266G107,GEHC,GE Healthcare Technologies (US),219130,49109,17.13M,3.84M,+28.9%,0.05%
74762E102,PWR,Quanta Services Inc.,94380,12097,29.83M,3.82M,+14.7%,0.09%
260557103,DOW,Dow Inc,457443,94830,18.36M,3.81M,+26.2%,0.05%
68902V107,OTIS,Otis Worldwide Corp,239248,41067,22.16M,3.8M,+20.7%,0.07%
74460D109,PSA,Public Storage,89216,12692,26.71M,3.8M,+16.6%,0.08%
285512109,EA,Electronic Arts Inc,207815,25920,30.4M,3.79M,+14.2%,0.09%
G51502105,JCI,Johnson Controls International plc,291428,47843,23M,3.78M,+19.6%,0.07%
67059N108,NTNX,Nutanix Inc,101800,61249,6.23M,3.75M,+151%,0.02%
94106B101,WCN,Waste Connections Inc (USD),151275,21744,25.96M,3.73M,+16.8%,0.08%
852234103,XYZ,Block Inc A,268274,43696,22.8M,3.71M,+19.5%,0.07%
857477103,STT,State Street Corp.,192543,37653,18.9M,3.7M,+24.3%,0.06%
26614N102,DD,DuPont de Nemours Inc,254577,47585,19.41M,3.63M,+23%,0.06%
744320102,PRU,Prudential Financial Inc.,221594,30608,26.27M,3.63M,+16%,0.08%
45168D104,IDXX,IDEXX Laboratories Inc.,44113,8730,18.24M,3.61M,+24.7%,0.05%
655844108,NSC,Norfolk Southern Corp,108524,15341,25.47M,3.6M,+16.5%,0.08%
92345Y106,VRSK,Verisk Analytics Inc. Class A,86087,13001,23.71M,3.58M,+17.8%,0.07%
G7997R103,STX,Seagate Technology Holdings PLC,142803,41454,12.33M,3.58M,+40.9%,0.04%
19260Q107,COIN,Coinbase Global Inc A,91842,14217,22.8M,3.53M,+18.3%,0.07%
88339J105,TTD,Trade Desk Inc/The,215638,29846,25.34M,3.51M,+16.1%,0.08%
23804L103,DDOG,Datadog Inc. A,137105,24489,19.59M,3.5M,+21.7%,0.06%
67103H107,ORLY,O'Reilly Automotive Inc,27011,2918,32.03M,3.46M,+12.1%,0.1%
053332102,AZO,AutoZone Inc.,7990,1078,25.58M,3.45M,+15.6%,0.08%
500754106,KHC,The Kraft Heinz Company (US),582077,110978,17.88M,3.41M,+23.6%,0.05%
42809H107,HES,Hess Corp.,191535,25582,25.48M,3.4M,+15.4%,0.08%
053484101,AVB,Avalonbay Communities Inc.,98171,15405,21.59M,3.39M,+18.6%,0.06%
693506107,PPG,PPG Industries Inc.,223913,28091,26.75M,3.36M,+14.3%,0.08%
099502106,BAH,Booz Allen Hamilton Holding Corp,84484,25984,10.87M,3.34M,+44.4%,0.03%
28176E108,EW,Edwards Lifesciences Corp.,327288,45075,24.23M,3.34M,+16%,0.07%
74251V102,PFG,Principal Financial Group Inc,129444,42841,10.02M,3.32M,+49.5%,0.03%
31620M106,FIS,Fidelity National Information Services Inc,279345,40722,22.56M,3.29M,+17.1%,0.07%
988498101,YUM,Yum! Brands Inc,155757,24424,20.9M,3.28M,+18.6%,0.06%
294429105,EFX,Equifax Inc.,65787,12847,16.77M,3.27M,+24.3%,0.05%
31488V107,FERG,Ferguson Enterprises Inc,105962,18862,18.39M,3.27M,+21.7%,0.05%
98956P102,ZBH,Zimmer Biomet Holdings Inc (USD),134637,30524,14.22M,3.22M,+29.3%,0.04%
15135B101,CNC,Centene Corp,270059,53194,16.36M,3.22M,+24.5%,0.05%
366651107,IT,Gartner Inc. A,42509,6632,20.59M,3.21M,+18.5%,0.06%
22052L104,CTVA,Corteva Inc,360384,56393,20.53M,3.21M,+18.6%,0.06%
219948106,CPAY,Corpay Inc B,36460,9469,12.34M,3.2M,+35.1%,0.04%
438516106,HON,Honeywell International Inc.,165379,14183,37.36M,3.2M,+9.4%,0.11%
78410G104,SBAC,SBA Communications Corporation,64143,15711,13.07M,3.2M,+32.4%,0.04%
N53745100,LYB,Lyondellbasell Industries NV A (USD),176978,43030,13.14M,3.2M,+32.1%,0.04%
573284106,MLM,Martin Marietta Materials Inc,26151,6174,13.51M,3.19M,+30.9%,0.04%
61174X109,MNST,Monster Beverage Corp,390753,60653,20.54M,3.19M,+18.4%,0.06%
744573106,PEG,Public Service Enterprise Group Inc,417314,37600,35.26M,3.18M,+9.9%,0.11%
34959J108,FTV,Fortive Corp,202322,42285,15.17M,3.17M,+26.4%,0.05%
443573100,HUBS,HubSpot Inc,25132,4441,17.51M,3.09M,+21.5%,0.05%
595017104,MCHP,Microchip Technology Inc.,278997,53586,16M,3.07M,+23.8%,0.05%
89417E109,TRV,Travelers Cos Inc/The,139034,12673,33.49M,3.05M,+10%,0.1%
026874784,AIG,American International Group Inc.,361181,41823,26.29M,3.04M,+13.1%,0.08%
143658300,CCL,Carnival Corp.,507613,120822,12.65M,3.01M,+31.2%,0.04%
G96629103,WTW,Willis Towers Watson Plc,59533,9599,18.65M,3.01M,+19.2%,0.06%
81768T108,SFBS,ServisFirst Bancshares Inc,36496,35396,3.09M,3M,+3217.8%,<.01%
05722G100,BKR,Baker Hughes Company A,638401,72734,26.19M,2.98M,+12.9%,0.08%
18915M107,NET,Cloudflare Inc A,141626,27596,15.25M,2.97M,+24.2%,0.05%
H2906T109,GRMN,Garmin Ltd.,77060,14391,15.89M,2.97M,+23%,0.05%
631103108,NDAQ,Nasdaq Inc,272606,38034,21.08M,2.94M,+16.2%,0.06%
26884L109,EQT,EQT Corp.,378869,63732,17.47M,2.94M,+20.2%,0.05%
403949100,DINO,HF Sinclair Corporation (US),243317,83396,8.53M,2.92M,+52.1%,0.03%
G01767105,ALKS,Alkermes PLC,152921,101635,4.4M,2.92M,+198.2%,0.01%
09260D107,BX,Blackstone Inc,248143,16700,42.78M,2.88M,+7.2%,0.13%
78467J100,SSNC,SS&C Technologies Holdings Inc,305079,37851,23.12M,2.87M,+14.2%,0.07%
22160N109,CSGP,CoStar Group Inc,219051,38952,15.68M,2.79M,+21.6%,0.05%
316773100,FITB,Fifth Third Bancorp.,356444,65685,15.07M,2.78M,+22.6%,0.05%
69047Q102,OVV,Ovintiv Inc (US),297068,68205,12.03M,2.76M,+29.8%,0.04%
217204106,CPRT,Copart Inc.,473555,47995,27.18M,2.75M,+11.3%,0.08%
336433107,FSLR,First Solar Inc.,94791,15555,16.71M,2.74M,+19.6%,0.05%
526057104,LEN,Lennar Corp,121336,20022,16.55M,2.73M,+19.8%,0.05%
934423104,WBD,Warner Bros. Discovery Inc A (US),1196595,257454,12.65M,2.72M,+27.4%,0.04%
126408103,CSX,CSX Corp.,1007892,83947,32.52M,2.71M,+9.1%,0.1%
92276F100,VTR,Ventas inc.,217880,45886,12.83M,2.7M,+26.7%,0.04%
G3643J108,FLUT,Flutter Entertainment PLC,74445,10445,19.24M,2.7M,+16.3%,0.06%
219350105,GLW,Corning Inc.,421001,56662,20.01M,2.69M,+15.6%,0.06%
21871X109,CRBG,Corebridge Financial Inc,154355,89955,4.62M,2.69M,+139.7%,0.01%
030420103,AWK,American Water Works Co Inc,148283,21534,18.46M,2.68M,+17%,0.06%
784117103,SEIC,SEI Investments Co.,230897,32403,19.04M,2.67M,+16.3%,0.06%
816851109,SRE,Sempra,556463,30219,48.81M,2.65M,+5.7%,0.15%
55261F104,MTB,M&T Bank Corp.,87346,14029,16.42M,2.64M,+19.1%,0.05%
171340102,CHD,Church & Dwight Co. Inc.,169456,24939,17.74M,2.61M,+17.3%,0.05%
46284V101,IRM,Iron Mountain REIT Inc,162950,24694,17.13M,2.6M,+17.9%,0.05%
81141R100,SE,Sea Ltd,162790,24430,17.27M,2.59M,+17.7%,0.05%
03743Q108,APA,APA Corporation,421141,111952,9.72M,2.58M,+36.2%,0.03%
46187W107,INVH,Invitation Homes Inc,327578,80438,10.47M,2.57M,+32.5%,0.03%
16119P108,CHTR,Charter Communications Inc,48782,7468,16.72M,2.56M,+18.1%,0.05%
98978V103,ZTS,Zoetis Inc A,259857,15637,42.34M,2.55M,+6.4%,0.13%
237194105,DRI,Darden Restaurants Inc.,67457,13419,12.59M,2.51M,+24.8%,0.04%
574599106,MAS,Masco Corp.,133604,34454,9.7M,2.5M,+34.7%,0.03%
69370C100,PTC,PTC Inc,83475,13578,15.35M,2.5M,+19.4%,0.05%
45687V106,IR,Ingersoll Rand Inc,202061,27500,18.28M,2.49M,+15.8%,0.05%
771049103,RBLX,ROBLOX Corp,226762,42741,13.12M,2.47M,+23.2%,0.04%
902788108,UMBF,UMB Financial Corp,37521,21883,4.23M,2.47M,+139.9%,0.01%
609839105,MPWR,Monolithic Power Systems Inc.,24212,4154,14.33M,2.46M,+20.7%,0.04%
459506101,IFF,International Flavors & Fragrances Inc.,133207,28804,11.26M,2.44M,+27.6%,0.03%
40434L105,HPQ,HP Inc (US),491354,74559,16.03M,2.43M,+17.9%,0.05%
297178105,ESS,Essex Property Trust Inc.,39254,8413,11.2M,2.4M,+27.3%,0.03%
49456B101,KMI,Kinder Morgan Inc,1628789,87191,44.63M,2.39M,+5.7%,0.13%
172062101,CINF,Cincinnati Financial Corp.,85467,16581,12.28M,2.38M,+24.1%,0.04%
384109104,GGG,Graco Inc.,106271,28178,8.96M,2.38M,+36.1%,0.03%
G87110105,FTI,TechnipFMC PLC,81678,81678,2.36M,2.36M,NEW,<.01%
579780206,MKC,McCormick & Co. Inc.,164644,30670,12.55M,2.34M,+22.9%,0.04%
14149Y108,CAH,Cardinal Health Inc.,130240,19739,15.4M,2.33M,+17.9%,0.05%
504922105,LH,Labcorp Holdings Inc,44588,10168,10.22M,2.33M,+29.5%,0.03%
311900104,FAST,Fastenal Company,312633,32074,22.48M,2.31M,+11.4%,0.07%
101121101,BXP,BXP Inc,116610,31000,8.67M,2.31M,+36.2%,0.03%
049560105,ATO,Atmos Energy Corp.,143323,16436,19.96M,2.29M,+13%,0.06%
02043Q107,ALNY,Alnylam Pharmaceuticals Inc.,62013,9608,14.59M,2.26M,+18.3%,0.04%
907818108,UNP,Union Pacific Corp.,310275,9748,70.76M,2.22M,+3.2%,0.21%
87165B103,SYF,Synchrony Financial,220065,33947,14.3M,2.21M,+18.2%,0.04%
26210C104,DBX,Dropbox Inc A,74845,73345,2.25M,2.2M,+4889.7%,<.01%
665859104,NTRS,Northern Trust Corp.,125406,21280,12.85M,2.18M,+20.4%,0.04%
92338C103,VLTO,Veralto Corp,133324,21403,13.58M,2.18M,+19.1%,0.04%
749685103,RPM,RPM International Inc.,82288,17708,10.13M,2.18M,+27.4%,0.03%
020002101,ALL,Allstate Corp/The,252070,11241,48.6M,2.17M,+4.7%,0.15%
09062X103,BIIB,Biogen Inc,79798,14114,12.2M,2.16M,+21.5%,0.04%
29355A107,ENPH,Enphase Energy Inc,108528,31400,7.45M,2.16M,+40.7%,0.02%
29476L107,EQR,Equity Residential,199036,29941,14.28M,2.15M,+17.7%,0.04%
002896207,ANF,Abercrombie & Fitch Co. A,63852,14096,9.54M,2.11M,+28.3%,0.03%
59156R108,MET,MetLife Inc.,474303,25228,38.84M,2.07M,+5.6%,0.12%
576485205,MTDR,Matador Resources Co,36193,36193,2.04M,2.04M,NEW,<.01%
303075105,FDS,Factset Research Systems Inc,22495,4236,10.8M,2.03M,+23.2%,0.03%
29414B104,EPAM,EPAM Systems Inc,27505,8687,6.43M,2.03M,+46.2%,0.02%
754730109,RJF,Raymond James Financial Inc,112686,12991,17.5M,2.02M,+13%,0.05%
538034109,LYV,Live Nation Entertainment Inc.,84124,15441,10.89M,2M,+22.5%,0.03%
127190304,CACI,CACI International Inc. A,4908,4908,1.98M,1.98M,NEW,<.01%
199908104,FIX,Comfort Systems USA Inc.,24156,4643,10.24M,1.97M,+23.8%,0.03%
30225T102,EXR,Extra Space Storage Inc,104750,13036,15.67M,1.95M,+14.2%,0.05%
636180101,NFG,National Fuel Gas Co.,32011,32011,1.94M,1.94M,NEW,<.01%
42824C109,HPE,Hewlett Packard Enterprise Co.,706799,90957,15.09M,1.94M,+14.8%,0.05%
670346105,NUE,Nucor Corp.,145023,16616,16.93M,1.94M,+12.9%,0.05%
008073108,AVAV,Aerovironment Inc,12548,12548,1.93M,1.93M,NEW,<.01%
98980G102,ZS,Zscaler Inc,51321,10552,9.26M,1.9M,+25.9%,0.03%
G8473T100,STE,STERIS PLC,52426,9243,10.78M,1.9M,+21.4%,0.03%
452327109,ILMN,Illumina Inc.,79394,14125,10.61M,1.89M,+21.6%,0.03%
05478C105,AZEK,AZEK Co Inc/The,39429,39429,1.87M,1.87M,NEW,<.01%
446150104,HBAN,Huntington Bancshares Inc/OH,754397,114950,12.27M,1.87M,+18%,0.04%
76954A103,RIVN,Rivian Automotive Inc,439679,139600,5.85M,1.86M,+46.5%,0.02%
12514G108,CDW,CDW Corp/DE,78226,10543,13.61M,1.83M,+15.6%,0.04%
92343E102,VRSN,VeriSign Inc,40724,8800,8.43M,1.82M,+27.6%,0.03%
12503M108,CBOE,Cboe Global Markets Inc,58112,9282,11.34M,1.81M,+19%,0.03%
31946M103,FCNCA,First Citizens BankShares Inc A,4719,850,9.97M,1.8M,+22%,0.03%
682680103,OKE,ONEOK Inc.,405558,17853,40.72M,1.79M,+4.6%,0.12%
682189105,ON,ON Semiconductor Corp.,230818,27772,14.55M,1.75M,+13.7%,0.04%
45073V108,ITT,ITT Inc,14005,12205,2M,1.74M,+678.1%,<.01%
200340107,CMA,Comerica Inc.,30013,28113,1.86M,1.74M,+1479.6%,<.01%
427866108,HSY,Hershey Foods Corp.,89513,10244,15.16M,1.73M,+12.9%,0.05%
457730109,INSP,Inspire Medical Systems Inc,9753,9353,1.81M,1.73M,+2338.2%,<.01%
29082K105,EMBC,Embecta Corporation,83891,83891,1.73M,1.73M,NEW,<.01%
174610105,CFG,Citizens Financial Group Inc,225157,39581,9.85M,1.73M,+21.3%,0.03%
806857108,SLB,SLB Ltd,1216452,45150,46.64M,1.73M,+3.9%,0.14%
679580100,ODFL,Old Dominion Freight Line Inc.,95241,9753,16.8M,1.72M,+11.4%,0.05%
540424108,L,Loews Corp,112445,20200,9.52M,1.71M,+21.9%,0.03%
70438V106,PCTY,Paylocity Holding Corp,8868,8568,1.77M,1.71M,+2856%,<.01%
314211103,FHI,Federated Hermes Inc. B,42819,41519,1.76M,1.71M,+3193.8%,<.01%
015271109,ARE,Alexandria Real Estate Equities Inc,89593,17300,8.74M,1.69M,+23.9%,0.03%
29472R108,ELS,Equity LifeStyle Properties Inc,99611,25259,6.63M,1.68M,+34%,0.02%
78709Y105,SAIA,Saia Inc,3990,3690,1.82M,1.68M,+1230%,<.01%
G87052109,TEL,TE Connectivity PLC,254162,11683,36.34M,1.67M,+4.8%,0.11%
402635502,GPOR,Gulfport Energy Corp,8885,8885,1.64M,1.64M,NEW,<.01%
942622200,WSO,Watsco Inc,18593,3437,8.81M,1.63M,+22.7%,0.03%
98138H101,WDAY,Workday Inc,166421,6308,42.94M,1.63M,+3.9%,0.13%
753422104,RPD,Rapid7 Inc.,40403,40403,1.63M,1.63M,NEW,<.01%
602496101,MDXG,MiMedx Group Inc,167534,167534,1.61M,1.61M,NEW,<.01%
320517105,FHN,First Horizon Corp,85965,79465,1.73M,1.6M,+1222.5%,<.01%
580589109,MGRC,McGrath RentCorp,14690,14290,1.64M,1.6M,+3572.5%,<.01%
052800109,ALV,Autoliv Inc.,25441,17006,2.39M,1.59M,+201.6%,<.01%
559663109,MGY,Magnolia Oil & Gas Corp,67431,67431,1.58M,1.58M,NEW,<.01%
444859102,HUM,Humana Inc.,65000,6212,16.49M,1.58M,+10.6%,0.05%
231561101,CW,Curtiss-Wright Corp.,4438,4438,1.57M,1.57M,NEW,<.01%
05969A105,TBBK,Bancorp Inc/The,48718,29913,2.56M,1.57M,+159.1%,<.01%
98139A105,WK,Workiva Inc A,14685,14285,1.61M,1.56M,+3571.2%,<.01%
48251W104,KKR,KKR & Co Inc,196756,10500,29.1M,1.55M,+5.6%,0.09%
37959E102,GL,Globe Life Inc,22645,13878,2.53M,1.55M,+158.3%,<.01%
74275K108,PCOR,Procore Technologies Inc,21782,20582,1.63M,1.54M,+1715.2%,<.01%
71944F106,PHR,Phreesia Inc,60238,60238,1.52M,1.52M,NEW,<.01%
749527107,REVG,REV Group Inc,74157,47194,2.36M,1.5M,+175%,<.01%
45167R104,IEX,IDEX Corporation,57518,7167,12.04M,1.5M,+14.2%,0.04%
62855J104,MYGN,Myriad Genetics Inc.,108641,108641,1.49M,1.49M,NEW,<.01%
443510607,HUBB,Hubbell Inc,50080,3553,20.98M,1.49M,+7.6%,0.06%
782011100,RSI,Rush Street Interactive Inc,107316,107316,1.47M,1.47M,NEW,<.01%
74164M108,PRI,Primerica Inc.,33775,5419,9.17M,1.47M,+19.1%,0.03%
50155Q100,KD,Kyndryl Holdings Incorporation (US),65504,42498,2.27M,1.47M,+184.7%,<.01%
55345K103,MRC,MRC Global Inc.,114939,114939,1.47M,1.47M,NEW,<.01%
371901109,GNTX,Gentex Corp,72826,51025,2.09M,1.47M,+234%,<.01%
49338L103,KEYS,Keysight Technologies Inc,94577,9097,15.19M,1.46M,+10.6%,0.05%
436440101,HOLX,Hologic Inc,135382,20200,9.76M,1.46M,+17.5%,0.03%
379577208,GMED,Globus Medical Inc,28729,17414,2.38M,1.44M,+153.9%,<.01%
90138F102,TWLO,Twilio Inc,67434,13156,7.29M,1.42M,+24.2%,0.02%
880770102,TER,Teradyne Inc,77447,11289,9.75M,1.42M,+17.1%,0.03%
72703H101,PLNT,Planet Fitness Inc A,15277,14277,1.51M,1.41M,+1427.7%,<.01%
74758T303,QLYS,Qualys Inc,13274,10030,1.86M,1.41M,+309.2%,<.01%
M98068105,WIX,Wix.com Ltd,14935,6535,3.2M,1.4M,+77.8%,<.01%
833034101,SNA,Snap-on Inc.,35236,4129,11.96M,1.4M,+13.3%,0.04%
03769M106,APO,Apollo Global Management Inc,150621,8400,24.88M,1.39M,+5.9%,0.07%
68268W103,OMF,OneMain Holdings Inc,37820,26607,1.97M,1.39M,+237.3%,<.01%
97650W108,WTFC,Wintrust Financial Corp.,11904,11104,1.48M,1.38M,+1388%,<.01%
