CUSIP,Ticker,Company,Shares,Delta_Shares,Value,Delta_Value,Delta,Portfolio%
222795502,CUZ,COUSINS PPTYS INC,8264,8264,208.58K,208.58K,NEW,0.03%
91307C102,UTHR,UNITED THERAPEUTICS CORP DEL,444,444,208.45K,208.45K,NEW,0.03%
097023105,BA,BOEING CO,890,890,208.01K,208.01K,NEW,0.03%
666807102,NOC,NORTHROP GRUMMAN CORP,300,300,207.68K,207.68K,NEW,0.03%
49427F108,KRC,KILROY RLTY CORP,18391,6016,634.12K,207.43K,+48.6%,0.08%
758750103,RRX,REGAL REXNORD CORPORATION,1283,1283,207.21K,207.2K,NEW,0.03%
28618M106,ESI,ELEMENT SOLUTIONS INC,16331,7110,475.23K,206.9K,+77.1%,0.06%
464286327,SLVP,ISHARES INC,5355,5355,206.7K,206.7K,NEW,0.03%
532457108,LLY,ELI LILLY & CO,761,199,789.27K,206.39K,+35.4%,0.1%
68268W103,OMF,ONEMAIN HLDGS INC,3147,3147,206.28K,206.28K,NEW,0.03%
294429105,EFX,EQUIFAX INC,1022,1022,205.83K,205.83K,NEW,0.03%
874054109,TTWO,TAKE-TWO INTERACTIVE SOFTWAR,933,933,205.54K,205.54K,NEW,0.03%
126650100,CVS,CVS HEALTH CORP,8962,2752,667.84K,205.08K,+44.3%,0.08%
94106L109,WM,WASTE MGMT INC DEL,918,918,204.02K,204.02K,NEW,0.03%
921937827,BSV,VANGUARD BD INDEX FDS,2578,2578,203.48K,203.48K,NEW,0.03%
G29183103,ETN,EATON CORP PLC,1440,579,506.06K,203.48K,+67.2%,0.06%
524660107,LEG,LEGGETT & PLATT INC,17382,17382,202.84K,202.84K,NEW,0.03%
379577208,GMED,GLOBUS MED INC,2231,2231,202.31K,202.31K,NEW,0.02%
020002101,ALL,ALLSTATE CORP,1016,1016,202.17K,202.17K,NEW,0.02%
518439104,EL,LAUDER ESTEE COS INC,1750,1750,201.74K,201.74K,NEW,0.02%
277276101,EGP,EASTGROUP PPTYS INC,3120,1104,566.64K,200.5K,+54.8%,0.07%
540424108,L,LOEWS CORP,1895,1895,200.06K,200.06K,NEW,0.02%
910047109,UAL,UNITED AIRLS HLDGS INC,5289,1945,541.17K,199.01K,+58.2%,0.07%
17253J106,CIFR,CIPHER MINING INC,12289,12289,196.13K,196.13K,NEW,0.02%
419870100,HE,HAWAIIAN ELEC INDUSTRIES,37638,12800,576.61K,196.1K,+51.5%,0.07%
302941109,FCN,FTI CONSULTING INC,2450,1111,427.94K,194.06K,+83%,0.05%
38526M106,LOPE,GRAND CANYON ED INC,3017,1114,524.48K,193.66K,+58.5%,0.06%
824348106,SHW,SHERWIN WILLIAMS CO,1475,542,523.11K,192.22K,+58.1%,0.06%
92939U106,WEC,WEC ENERGY GROUP INC,4025,1689,445.45K,186.92K,+72.3%,0.05%
76680R206,RNG,RINGCENTRAL INC,16633,7153,430.46K,185.12K,+75.5%,0.05%
466313103,JBL,JABIL INC,2276,778,539.85K,184.53K,+51.9%,0.07%
808513105,SCHW,SCHWAB CHARLES CORP,8647,1766,898.6K,183.52K,+25.7%,0.11%
G5960L103,MDT,MEDTRONIC PLC,7457,1758,767.76K,181K,+30.8%,0.09%
30040W108,ES,EVERSOURCE ENERGY,6389,2615,441.65K,180.77K,+69.3%,0.05%
257651109,DCI,DONALDSON INC,6897,1754,703.12K,178.81K,+34.1%,0.09%
58933Y105,MRK,MERCK & CO INC,19258,1604,2.12M,176.87K,+9.1%,0.26%
617446448,MS,MORGAN STANLEY,2220,961,405.83K,175.68K,+76.3%,0.05%
989207105,ZBRA,ZEBRA TECHNOLOGIES CORPORATI,2373,738,557.61K,173.42K,+45.1%,0.07%
90384S303,ULTA,ULTA BEAUTY INC,1560,261,1.01M,168.96K,+20.1%,0.12%
46120E602,ISRG,INTUITIVE SURGICAL INC,1037,335,522.88K,168.91K,+47.7%,0.06%
302520101,FNB,F N B CORP,20612,9524,361.74K,167.15K,+85.9%,0.04%
679295105,OKTA,OKTA INC,5401,1975,456.28K,166.85K,+57.6%,0.06%
92537N108,VRT,VERTIV HOLDINGS CO,76546,850,14.25M,158.25K,+1.1%,1.8%
452327109,ILMN,ILLUMINA INC,6219,1091,900.57K,157.99K,+21.3%,0.11%
33829M101,FIVE,FIVE BELOW INC,4002,821,766.94K,157.34K,+25.8%,0.09%
166764100,CVX,CHEVRON CORP NEW,3909,885,691.5K,156.56K,+29.3%,0.09%
77543R102,ROKU,ROKU INC,5563,1603,529.6K,152.61K,+40.5%,0.07%
101137107,BSX,BOSTON SCIENTIFIC CORP,5025,1618,469.99K,151.33K,+47.5%,0.06%
G39108108,GTES,GATES INDL CORP PLC,25784,6565,593.55K,151.13K,+34.2%,0.07%
461202103,INTU,INTUIT,833,302,415.62K,150.68K,+56.9%,0.05%
369550108,GD,GENERAL DYNAMICS CORP,2472,425,867.94K,149.22K,+20.8%,0.11%
052769106,ADSK,AUTODESK INC,1737,587,439.24K,148.43K,+51%,0.05%
920253101,VMI,VALMONT INDS INC,1376,331,613.12K,147.49K,+31.7%,0.08%
872590104,TMUS,T-MOBILE US INC,2326,722,458.71K,142.39K,+45%,0.06%
14040H105,COF,CAPITAL ONE FINL CORP,3434,647,751.82K,141.65K,+23.2%,0.09%
29977A105,EVR,EVERCORE INC,2095,394,740.11K,139.19K,+23.2%,0.09%
084670702,BRK.B,BERKSHIRE HATHAWAY INC DEL,2735,289,1.31M,138.87K,+11.8%,0.16%
49338L103,KEYS,KEYSIGHT TECHNOLOGIES INC,3246,628,702.21K,135.86K,+24%,0.09%
172908105,CTAS,CINTAS CORP,2542,709,486.52K,135.7K,+38.7%,0.06%
125523100,CI,THE CIGNA GROUP,1431,466,392.26K,127.74K,+48.3%,0.05%
032654105,ADI,ANALOG DEVICES INC,2127,406,661.24K,126.22K,+23.6%,0.08%
501044101,KR,KROGER CO,5768,1971,362.52K,123.88K,+51.9%,0.04%
070830104,BBWI,BATH & BODY WORKS INC,13891,5638,302.83K,122.91K,+68.3%,0.04%
443201108,HWM,HOWMET AEROSPACE INC,2040,582,424.49K,121.1K,+39.9%,0.05%
46438F101,IBIT,ISHARES BITCOIN TRUST ETF,16114,2524,765.23K,119.86K,+18.6%,0.09%
921943858,VEA,VANGUARD TAX-MANAGED FDS,12970,1783,858.63K,118.04K,+15.9%,0.11%
596278101,MIDD,MIDDLEBY CORP,2589,802,381.02K,118.03K,+44.9%,0.05%
229663109,CUBE,CUBESMART,10423,3081,391.18K,115.63K,+42%,0.05%
281020107,EIX,EDISON INTL,10368,1854,645.72K,115.47K,+21.8%,0.08%
422806208,HEIA,HEICO CORP NEW,1933,448,492.12K,114.06K,+30.2%,0.06%
615369105,MCO,MOODYS CORP,1081,220,557.32K,113.42K,+25.6%,0.07%
680223104,ORI,OLD REP INTL CORP,12526,2893,490.64K,113.32K,+30%,0.06%
G6674U108,NVCR,NOVOCURE LTD,19691,9015,244.17K,111.79K,+84.4%,0.03%
74736K101,QRVO,QORVO INC,4755,1414,371.41K,110.45K,+42.3%,0.05%
23804L103,DDOG,DATADOG INC,2860,851,369.86K,110.05K,+42.4%,0.05%
668771108,GEN,GEN DIGITAL INC,17788,4479,426.72K,107.45K,+33.7%,0.05%
31428X106,FDX,FEDEX CORP,2226,327,717.33K,105.38K,+17.2%,0.09%
075887109,BDX,BECTON DICKINSON & CO,1918,516,390.27K,105K,+36.8%,0.05%
512807306,LRCX,LAM RESEARCH CORP,14237,413,3.32M,96.42K,+3%,0.41%
98419M100,XYL,XYLEM INC,2155,688,297.12K,94.86K,+46.9%,0.04%
902494103,TSN,TYSON FOODS INC,14564,1441,951.5K,94.14K,+11%,0.12%
27579R104,EWBC,EAST WEST BANCORP INC,2779,819,318.04K,93.73K,+41.8%,0.04%
95058W100,WEN,WENDYS CO,11855,11855,92.35K,92.35K,NEW,0.01%
775711104,ROL,ROLLINS INC,6906,1428,437.43K,90.45K,+26.1%,0.05%
231021106,CMI,CUMMINS INC,1667,154,965K,89.15K,+10.2%,0.12%
83088M102,SWKS,SKYWORKS SOLUTIONS INC,7080,1595,394.8K,88.94K,+29.1%,0.05%
743315103,PGR,PROGRESSIVE CORP,1926,422,400.52K,87.76K,+28.1%,0.05%
G0750C108,AXTA,AXALTA COATING SYS LTD,12112,2599,406.72K,87.27K,+27.3%,0.05%
278865100,ECL,ECOLAB INC,1819,301,512.95K,84.88K,+19.8%,0.06%
655844108,NSC,NORFOLK SOUTHN CORP,1691,286,492.5K,83.3K,+20.4%,0.06%
57636Q104,MA,MASTERCARD INCORPORATED,916,153,493.53K,82.43K,+20.1%,0.06%
G87052109,TEL,TE CONNECTIVITY PLC,2699,361,601.3K,80.43K,+15.4%,0.07%
925652109,VICI,VICI PPTYS INC,9424,2828,264.64K,79.41K,+42.9%,0.03%
46435G326,IDEV,ISHARES TR,22780,918,1.97M,79.23K,+4.2%,0.24%
576323109,MTZ,MASTEC INC,2377,324,571.62K,77.92K,+15.8%,0.07%
980745103,WWD,WOODWARD INC,1287,242,409.06K,76.92K,+23.2%,0.05%
45258H106,IMMX,IMMIX BIOPHARMA INC,13000,13000,75.79K,75.79K,NEW,<.01%
876030107,TPR,TAPESTRY INC,5111,587,648.64K,74.5K,+13%,0.08%
80689H102,SNDR,SCHNEIDER NATIONAL INC,17332,2711,465.19K,72.76K,+18.5%,0.06%
00287Y109,ABBV,ABBVIE INC,8711,320,1.94M,71.36K,+3.8%,0.24%
G3265R107,APTV,APTIV PLC,3991,939,302.32K,71.13K,+30.8%,0.04%
G0692U109,AXS,AXIS CAP HLDGS LTD,3930,673,405.51K,69.44K,+20.7%,0.05%
632307104,NTRA,NATERA INC,1659,296,383.46K,68.42K,+21.7%,0.05%
015271109,ARE,ALEXANDRIA REAL ESTATE EQ IN,7753,1240,423.61K,67.75K,+19%,0.05%
78467J100,SSNC,SS&C TECHNOLOGIES HLDGS INC,4292,827,351.47K,67.72K,+23.9%,0.04%
609839105,MPWR,MONOLITHIC PWR SYS INC,448,58,503.63K,65.2K,+14.9%,0.06%
G8473T100,STE,STERIS PLC,1691,240,444.06K,63.02K,+16.5%,0.05%
64125C109,NBIX,NEUROCRINE BIOSCIENCES INC,2188,455,297.7K,61.91K,+26.3%,0.04%
69608A108,PLTR,PALANTIR TECHNOLOGIES INC,5599,422,820.76K,61.86K,+8.2%,0.1%
770700102,HOOD,ROBINHOOD MKTS INC,113340,619,11.28M,61.58K,+0.5%,1.4%
064058100,BK,BANK NEW YORK MELLON CORP,4576,511,548.77K,61.28K,+12.6%,0.07%
690742101,OC,OWENS CORNING NEW,3164,499,379.2K,59.8K,+18.7%,0.05%
682189105,ON,ON SEMICONDUCTOR CORP,7391,922,442.65K,55.22K,+14.3%,0.05%
918204108,VFC,V F CORP,15737,2814,308.28K,55.13K,+21.8%,0.04%
92189F676,SMH,VANECK ETF TRUST,9850,135,3.97M,54.47K,+1.4%,0.49%
760759100,RSG,REPUBLIC SVCS INC,1183,251,254.45K,53.99K,+26.9%,0.03%
705573103,PEGA,PEGASYSTEMS INC,5540,1232,242.04K,53.83K,+28.6%,0.03%
91823B109,UWMC,UWM HOLDINGS CORPORATION,10785,10785,52.95K,52.95K,NEW,<.01%
00724F101,ADBE,ADOBE INC,1998,171,585.91K,50.15K,+9.4%,0.07%
37045V100,GM,GENERAL MTRS CO,11162,583,937.61K,48.97K,+5.5%,0.12%
36828A101,GEV,GE VERNOVA INC,923,67,670.44K,48.67K,+7.8%,0.08%
46432F842,IEFA,ISHARES TR,5060,487,475.87K,45.8K,+10.6%,0.06%
02209S103,MO,ALTRIA GROUP INC,22480,734,1.39M,45.5K,+3.4%,0.17%
69331C108,PCG,PG&E CORP,37501,2950,578.26K,45.49K,+8.5%,0.07%
032095101,APH,AMPHENOL CORP NEW,2990,313,430.8K,45.1K,+11.7%,0.05%
95082P105,WCC,WESCO INTL INC,1467,154,424.62K,44.57K,+11.7%,0.05%
40171V100,GWRE,GUIDEWIRE SOFTWARE INC,1673,312,235.49K,43.92K,+22.9%,0.03%
693506107,PPG,PPG INDS INC,2449,371,283.21K,42.9K,+17.9%,0.03%
862945102,ASST,STRIVE INC,48955,48955,40.2K,40.2K,NEW,<.01%
28176E108,EW,EDWARDS LIFESCIENCES CORP,6006,488,488.65K,39.7K,+8.8%,0.06%
874039100,TSM,TAIWAN SEMICONDUCTOR MFG LTD,1017,120,336.18K,39.67K,+13.4%,0.04%
00090Q103,ADT,ADT INC DEL,49913,4841,399.3K,38.73K,+10.7%,0.05%
29084Q100,EME,EMCOR GROUP INC,434,51,312.8K,36.76K,+13.3%,0.04%
285512109,EA,ELECTRONIC ARTS INC,1183,166,241.24K,33.85K,+16.3%,0.03%
70450Y103,PYPL,PAYPAL HLDGS INC,4356,635,229.52K,33.46K,+17.1%,0.03%
45337C102,INCY,INCYTE CORP,6943,322,694.79K,32.22K,+4.9%,0.09%
011659109,ALK,ALASKA AIR GROUP INC,4746,624,241.24K,31.72K,+15.1%,0.03%
28617K101,ELDN,ELEDON PHARMACEUTICALS INC,39770,14000,87.49K,30.8K,+54.3%,0.01%
114340102,AZTA,AZENTA INC,11034,787,429K,30.6K,+7.7%,0.05%
G25508105,CRH,CRH PLC,2292,245,280.56K,29.99K,+12%,0.03%
92826C839,V,VISA INC,2356,87,758.24K,28K,+3.8%,0.09%
700517105,PK,PARK HOTELS & RESORTS INC,17105,2522,186.96K,27.57K,+17.3%,0.02%
949746101,WFC,WELLS FARGO CO NEW,3251,275,294.18K,24.88K,+9.2%,0.04%
64110D104,NTAP,NETAPP INC,2813,255,271.04K,24.57K,+10%,0.03%
464287804,IJR,ISHARES TR,2078,188,264.02K,23.89K,+9.9%,0.03%
718546104,PSX,PHILLIPS 66,2422,165,347.7K,23.69K,+7.3%,0.04%
92343V104,VZ,VERIZON COMMUNICATIONS INC,23340,531,1.04M,23.64K,+2.3%,0.13%
929089100,VOYA,VOYA FINANCIAL INC,3072,304,235.5K,23.3K,+11%,0.03%
05329W102,AN,AUTONATION INC,1825,113,374.09K,23.16K,+6.6%,0.05%
482480100,KLAC,KLA CORP,358,16,511.22K,22.85K,+4.7%,0.06%
159864107,CRL,CHARLES RIV LABS INTL INC,2511,108,528.51K,22.73K,+4.5%,0.07%
05352A100,AVTR,AVANTOR INC,24992,1971,272.91K,21.52K,+8.6%,0.03%
921908844,VIG,VANGUARD SPECIALIZED FUNDS,1294,83,289.86K,18.59K,+6.9%,0.04%
44980X109,IPGP,IPG PHOTONICS CORP,4955,200,457.89K,18.48K,+4.2%,0.06%
48251W104,KKR,KKR & CO INC,2736,159,312.62K,18.17K,+6.2%,0.04%
002824100,ABT,ABBOTT LABS,10628,164,1.16M,17.93K,+1.6%,0.14%
171779309,CIEN,CIENA CORP,2026,54,510.17K,13.6K,+2.7%,0.06%
98138H101,WDAY,WORKDAY INC,1300,77,228.32K,13.52K,+6.3%,0.03%
761152107,RMD,RESMED INC,841,52,217.25K,13.43K,+6.6%,0.03%
254687106,DIS,DISNEY WALT CO,4782,111,539.41K,12.52K,+2.4%,0.07%
31620R303,FNF,FIDELITY NATIONAL FINANCIAL,3946,228,214.62K,12.4K,+6.1%,0.03%
H1467J104,CB,CHUBB LIMITED,1696,40,525.01K,12.38K,+2.4%,0.06%
00827B106,AFRM,AFFIRM HLDGS INC,6785,195,409.14K,11.76K,+3%,0.05%
06417N103,OZK,BANK OZK LITTLE ROCK ARK,11336,236,539.13K,11.22K,+2.1%,0.07%
00857U107,AGL,AGILON HEALTH INC,12146,12146,10.11K,10.11K,NEW,<.01%
733174700,BPOP,POPULAR INC,2212,57,295.37K,7.61K,+2.6%,0.04%
24906P109,XRAY,DENTSPLY SIRONA INC,13699,603,170.83K,7.52K,+4.6%,0.02%
89055F103,BLD,TOPBUILD CORP,764,14,357.59K,6.55K,+1.9%,0.04%
V7780T103,RCL,ROYAL CARIBBEAN GROUP,880,20,285.69K,6.49K,+2.3%,0.04%
98980F104,GTM,ZOOMINFO TECHNOLOGIES INC,32894,677,264.8K,5.45K,+2.1%,0.03%
816851109,SRE,SEMPRA,2861,62,248.94K,5.39K,+2.2%,0.03%
58506Q109,MEDP,MEDPACE HLDGS INC,1138,9,662.86K,5.24K,+0.8%,0.08%
46266C105,IQV,IQVIA HLDGS INC,1484,17,341.54K,3.91K,+1.2%,0.04%
345370860,F,FORD MTR CO,10619,175,147.39K,2.43K,+1.7%,0.02%
199908104,FIX,COMFORT SYS USA INC,554,2,632.72K,2.28K,+0.4%,0.08%
46434G855,RING,ISHARES INC,6183,25,499.34K,2.02K,+0.4%,0.06%
688239201,OSK,OSHKOSH CORP,2581,10,371.2K,1.44K,+0.4%,0.05%
808524805,SCHF,SCHWAB STRATEGIC TR,26252,46,667.86K,1.17K,+0.2%,0.08%
922908637,VV,VANGUARD INDEX FDS,787,3,250.59K,955.23,+0.4%,0.03%
022307102,ALMS,ALUMIS INC,11003,26,269.68K,637.26,+0.2%,0.03%
28238P109,EHTH,EHEALTH INC,34493,34,97.61K,96.22,+0.1%,0.01%
381098300,GMGI,GOLDEN MATRIX GROUP INC,20020,20,14.59K,14.57,+0.1%,<.01%
808524102,SCHB,SCHWAB STRATEGIC TR,76533,0,2.04M,0,NO CHANGE,0.25%
464287614,IWF,ISHARES TR,3187,0,1.48M,0,NO CHANGE,0.18%
46137V241,SPHQ,INVESCO EXCHANGE TRADED FD T,12891,0,997.63K,0,NO CHANGE,0.12%
031100100,AME,AMETEK INC,3579,0,801.63K,0,NO CHANGE,0.1%
922908629,VO,VANGUARD INDEX FDS,2360,0,698.77K,0,NO CHANGE,0.09%
921909768,VXUS,VANGUARD STAR FDS,8075,0,643.28K,0,NO CHANGE,0.08%
362397101,GAB,GABELLI EQUITY TR INC,105780,0,643.14K,0,NO CHANGE,0.08%
46137V266,RPG,INVESCO EXCHANGE TRADED FD T,8145,0,397.56K,0,NO CHANGE,0.05%
464288760,ITA,ISHARES TR,1666,0,387.14K,0,NO CHANGE,0.05%
G0176J109,ALLE,ALLEGION PLC,2200,0,363.87K,0,NO CHANGE,0.04%
14020Y300,CGMS,CAPITAL GRP FIXED INCM ETF T,12674,0,350.44K,0,NO CHANGE,0.04%
13100M509,CALX,CALIX INC,7363,0,328.9K,0,NO CHANGE,0.04%
78463V107,GLD,SPDR GOLD TR,717,0,319.23K,0,NO CHANGE,0.04%
852066208,SII,SPROTT INC,2500,0,306.7K,0,NO CHANGE,0.04%
09062X103,BIIB,BIOGEN INC,1665,0,299.52K,0,NO CHANGE,0.04%
37959E102,GL,GLOBE LIFE INC,2066,0,289.69K,0,NO CHANGE,0.04%
46090A804,GTO,INVESCO ACTIVELY MANAGED EXC,5193,0,246.36K,0,NO CHANGE,0.03%
62944T105,NVR,NVR INC,32,0,244.34K,0,NO CHANGE,0.03%
92204A504,VHT,VANGUARD WORLD FD,808,0,232.12K,0,NO CHANGE,0.03%
35104E100,FDMT,4D MOLECULAR THERAPEUTICS IN,24068,0,213.24K,0,NO CHANGE,0.03%
45569U101,INDI,INDIE SEMICONDUCTOR INC,15000,0,61.5K,0,NO CHANGE,<.01%
28106W103,EDIT,EDITAS MEDICINE INC,10092,0,20.08K,0,NO CHANGE,<.01%
697435105,PANW,PALO ALTO NETWORKS INC,2707,-2,479.06K,-353.94,-0.1%,0.06%
46090E103,QQQ,INVESCO QQQ TR,1503,-1,934.52K,-621.77,-0.1%,0.12%
464287622,IWB,ISHARES TR,9150,-2,3.46M,-756.94,-0%,0.43%
G87110105,FTI,TECHNIPFMC PLC,10491,-35,584.56K,-1.95K,-0.3%,0.07%
55354G100,MSCI,MSCI INC,371,-4,226.02K,-2.44K,-1.1%,0.03%
683712103,OPEN,OPENDOOR TECHNOLOGIES INC,12345,-503,63.58K,-2.59K,-3.9%,<.01%
56418H100,MAN,MANPOWERGROUP INC WIS,6585,-88,239.23K,-3.2K,-1.3%,0.03%
24703L202,DELL,DELL TECHNOLOGIES INC,2457,-43,281.19K,-4.92K,-1.7%,0.03%
099724106,BWA,BORGWARNER INC,8928,-131,423.28K,-6.21K,-1.4%,0.05%
025537101,AEP,AMERICAN ELEC PWR CO INC,3878,-59,464.49K,-7.07K,-1.5%,0.06%
695156109,PKG,PACKAGING CORP AMER,1735,-33,386.14K,-7.34K,-1.9%,0.05%
570535104,MKL,MARKEL GROUP INC,107,-4,218.35K,-8.16K,-3.6%,0.03%
191216100,KO,COCA COLA CO,4672,-124,349.51K,-9.28K,-2.6%,0.04%
03073E105,COR,CENCORA INC,936,-28,336.35K,-10.06K,-2.9%,0.04%
205887102,CAG,CONAGRA BRANDS INC,14370,-547,265.99K,-10.12K,-3.7%,0.03%
85208R101,CEF,SPROTT ASSET MANAGEMENT LP,5978,-212,296.69K,-10.52K,-3.4%,0.04%
98585X104,YETI,YETI HLDGS INC,12283,-237,561.46K,-10.83K,-1.9%,0.07%
