CUSIP,Ticker,Company,Shares,Delta_Shares,Value,Delta_Value,Delta,Portfolio%
61774R817,XAGG,MORGAN STANLEY ETF TRUST,35743,35743,1.83M,1.83M,NEW,0.81%
47103U712,JIII,JANUS DETROIT STR TR,29550,29550,1.5M,1.5M,NEW,0.66%
61774R833,EVLN,MORGAN STANLEY ETF TRUST,38711,29857,1.9M,1.46M,+337.2%,0.84%
04010L103,ARCC,ARES CAPITAL CORP,45948,45948,917.13K,917.13K,NEW,0.4%
64110L106,NFLX,NETFLIX INC,11255,10146,925.28K,834.11K,+914.9%,0.41%
023135106,AMZN,AMAZON COM INC,23765,3915,4.92M,810.24K,+19.7%,2.2%
47103U746,JSI,JANUS DETROIT STR TR,43356,14243,2.27M,746.62K,+48.9%,1%
110122108,BMY,BRISTOL-MYERS SQUIBB CO,19745,10463,1.2M,636.78K,+112.7%,0.53%
46138G870,VRP,INVESCO EXCH TRADED FD TR II,30000,21000,734.7K,514.29K,+233.3%,0.32%
922908363,VOO,VANGUARD INDEX FDS,9106,803,5.8M,511.07K,+9.7%,2.6%
47103U738,JEMB,JANUS DETROIT STR TR,9100,9100,494.36K,494.36K,NEW,0.22%
80004C200,SNDK,SANDISK CORP,909,909,492.35K,492.35K,NEW,0.22%
H1467J104,CB,CHUBB LIMITED,2936,1322,957.71K,431.23K,+81.9%,0.42%
35671D857,FCX,FREEPORT-MCMORAN INC,6776,6776,428.65K,428.65K,NEW,0.19%
958102105,WDC,WESTERN DIGITAL CORP,1625,1625,426.66K,426.66K,NEW,0.19%
87612E106,TGT,TARGET CORP,3744,3744,423.94K,423.94K,NEW,0.19%
15135B101,CNC,CENTENE CORP DEL,16774,10570,664.41K,418.67K,+170.4%,0.29%
037833100,AAPL,APPLE INC,34804,1521,9.53M,416.27K,+4.6%,4.2%
256677105,DG,DOLLAR GEN CORP NEW,2646,2646,386.98K,386.98K,NEW,0.17%
171779309,CIEN,CIENA CORP,1275,1275,380.84K,380.84K,NEW,0.17%
14021L109,CGDG,CAPITAL GROUP DIVIDEND GROWE,39629,9987,1.49M,375.41K,+33.7%,0.66%
281020107,EIX,EDISON INTL,10807,5630,707.44K,368.55K,+108.8%,0.31%
78462F103,SPY,SPDR S&P 500 ETF TR,2032,494,1.41M,341.87K,+32.1%,0.62%
02079K305,GOOGL,ALPHABET INC,14452,1049,4.6M,334.18K,+7.8%,2%
29084Q100,EME,EMCOR GROUP INC,418,418,325.66K,325.66K,NEW,0.14%
169656105,CMG,CHIPOTLE MEXICAN GRILL INC,8469,8469,325.55K,325.55K,NEW,0.14%
33738D879,RDVI,FIRST TR EXCHANGE-TRADED FD,34746,11914,948.21K,325.13K,+52.2%,0.42%
883203101,TXT,TEXTRON INC,3389,3389,324.9K,324.9K,NEW,0.14%
65339F101,NEE,NEXTERA ENERGY INC,3425,3425,311.08K,311.08K,NEW,0.14%
143658300,CCL,CARNIVAL CORP,8973,8973,299.25K,299.25K,NEW,0.13%
69331C108,PCG,PG&E CORP,41757,17674,699.43K,296.04K,+73.4%,0.31%
452327109,ILMN,ILLUMINA INC,2460,2460,293.53K,293.53K,NEW,0.13%
235851102,DHR,DANAHER CORPORATION,1327,1327,291.71K,291.71K,NEW,0.13%
907818108,UNP,UNION PAC CORP,1114,1114,291.04K,291.04K,NEW,0.13%
03076C106,AMP,AMERIPRISE FINL INC,571,571,288.93K,288.93K,NEW,0.13%
880770102,TER,TERADYNE INC,938,938,285.99K,285.99K,NEW,0.13%
47103U845,JAAA,JANUS DETROIT STR TR,57427,5497,2.91M,278.7K,+10.6%,1.3%
032654105,ADI,ANALOG DEVICES INC,840,840,273.24K,273.24K,NEW,0.12%
446413106,HII,HUNTINGTON INGALLS INDS INC,683,683,272.77K,272.77K,NEW,0.12%
681919106,OMC,OMNICOM GROUP INC,3711,3711,271.14K,271.14K,NEW,0.12%
14149Y108,CAH,CARDINAL HEALTH INC,1219,1219,268.51K,268.51K,NEW,0.12%
30063P105,EXAS,EXACT SCIENCES CORP,2592,2592,267.88K,267.88K,NEW,0.12%
14448C104,CARR,CARRIER GLOBAL CORPORATION,3983,3983,262.16K,262.16K,NEW,0.12%
464287689,IWV,ISHARES TR,650,650,256.12K,256.12K,NEW,0.11%
244199105,DE,DEERE & CO,429,429,254.45K,254.45K,NEW,0.11%
882681109,TXRH,TEXAS ROADHOUSE INC,1391,1391,254.11K,254.11K,NEW,0.11%
36828A101,GEV,GE VERNOVA INC,693,318,548.05K,251.49K,+84.8%,0.24%
517834107,LVS,LAS VEGAS SANDS CORP,4368,4368,249.06K,249.06K,NEW,0.11%
47233W109,JEF,JEFFERIES FINL GROUP INC,4108,4108,246.85K,246.85K,NEW,0.11%
571748102,MRSH,MARSH & MCLENNAN COS INC,1397,1397,244.95K,244.95K,NEW,0.11%
57060D108,MKTX,MARKETAXESS HLDGS INC,1372,1372,243.27K,243.27K,NEW,0.11%
650111107,NYT,NEW YORK TIMES CO,3431,3431,242.64K,242.64K,NEW,0.11%
37637K108,GTLB,GITLAB INC,7639,7639,241.01K,241.01K,NEW,0.11%
949746101,WFC,WELLS FARGO CO NEW,2583,2583,237.42K,237.42K,NEW,0.1%
860630102,SF,STIFEL FINL CORP,1890,1890,237.25K,237.25K,NEW,0.1%
14040H105,COF,CAPITAL ONE FINL CORP,2059,1072,452.87K,235.78K,+108.6%,0.2%
G5960L103,MDT,MEDTRONIC PLC,2319,2319,235.2K,235.2K,NEW,0.1%
92276F100,VTR,VENTAS INC,2763,2763,231.82K,231.82K,NEW,0.1%
573874104,MRVL,MARVELL TECHNOLOGY INC,2789,2789,228.71K,228.71K,NEW,0.1%
N14506104,ESTC,ELASTIC N V,3588,3588,227.41K,227.41K,NEW,0.1%
097023105,BA,BOEING CO,935,935,226.82K,226.82K,NEW,0.1%
743606105,PB,PROSPERITY BANCSHARES INC,2989,2989,225.88K,225.88K,NEW,0.1%
902494103,TSN,TYSON FOODS INC,3459,3459,224.7K,224.7K,NEW,0.1%
174610105,CFG,CITIZENS FINL GROUP INC,3320,3320,224.27K,224.27K,NEW,0.1%
30161Q104,EXEL,EXELIXIS INC,5193,5193,223.19K,223.19K,NEW,0.1%
243537107,DECK,DECKERS OUTDOOR CORP,1925,1925,222.36K,222.36K,NEW,0.1%
539830109,LMT,LOCKHEED MARTIN CORP,1204,353,757.92K,222.21K,+41.5%,0.33%
72346Q104,PNFP,PINNACLE FINL PARTNERS INC,2208,2208,219.81K,219.81K,NEW,0.1%
98980L101,ZM,ZOOM COMMUNICATIONS INC,6391,2313,607.08K,219.71K,+56.7%,0.27%
260003108,DOV,DOVER CORP,951,951,218.26K,218.26K,NEW,0.1%
23331A109,DHI,D R HORTON INC,1340,1340,217.48K,217.48K,NEW,0.1%
88160R101,TSLA,TESLA INC,16225,509,6.9M,216.43K,+3.2%,3%
911312106,UPS,UNITED PARCEL SERVICE INC,22796,1821,2.71M,216.15K,+8.7%,1.2%
89832Q109,TFC,TRUIST FINL CORP,3917,3917,215.84K,215.84K,NEW,0.1%
12503M108,CBOE,CBOE GLOBAL MKTS INC,778,778,213.33K,213.33K,NEW,0.09%
G4474Y214,JHG,JANUS HENDERSON GROUP PLC,4395,4395,212.01K,212.01K,NEW,0.09%
778296103,ROST,ROSS STORES INC,1099,1099,211.37K,211.37K,NEW,0.09%
74340W103,PLD,PROLOGIS INC.,1493,1493,209.67K,209.67K,NEW,0.09%
032095101,APH,AMPHENOL CORP NEW,1453,1453,209.44K,209.44K,NEW,0.09%
38141G104,GS,GOLDMAN SACHS GROUP INC,217,217,206.23K,206.23K,NEW,0.09%
533900106,LECO,LINCOLN ELEC HLDGS INC,695,695,204.39K,204.39K,NEW,0.09%
46429B697,USMV,ISHARES TR,2096,2096,201.04K,201.04K,NEW,0.09%
92537N108,VRT,VERTIV HOLDINGS CO,1006,1006,200.85K,200.85K,NEW,0.09%
46090E103,QQQ,INVESCO QQQ TR,7005,302,4.28M,184.66K,+4.5%,1.9%
872540109,TJX,TJX COS INC NEW,3140,1199,481.27K,183.77K,+61.8%,0.21%
345370860,F,FORD MTR CO,34902,13345,473.63K,181.09K,+61.9%,0.21%
931142103,WMT,WALMART INC,16943,1417,2.15M,179.53K,+9.1%,0.95%
199908104,FIX,COMFORT SYS USA INC,513,140,651.32K,177.75K,+37.5%,0.29%
58933Y105,MRK,MERCK & CO INC,11780,1501,1.38M,175.84K,+14.6%,0.61%
00258Y104,ABX,ABACUS GLOBAL MGMT INC,628578,21048,5.11M,171.12K,+3.5%,2.2%
049468101,TEAM,ATLASSIAN CORPORATION,3211,1794,298.33K,166.68K,+126.6%,0.13%
594972408,MSTR,STRATEGY INC,7352,1239,977.78K,164.78K,+20.3%,0.43%
532457108,LLY,ELI LILLY & CO,1433,148,1.47M,151.67K,+11.5%,0.65%
718546104,PSX,PHILLIPS 66,5023,877,790.13K,137.95K,+21.2%,0.35%
31428X106,FDX,FEDEX CORP,2233,373,821.68K,137.25K,+20.1%,0.36%
30303M102,META,META PLATFORMS INC,4029,203,2.7M,136.16K,+5.3%,1.2%
02079K107,GOOG,ALPHABET INC,22674,419,7.22M,133.51K,+1.9%,3.2%
009066101,ABNB,AIRBNB INC,3830,1095,460.83K,131.75K,+40%,0.2%
651639106,NEM,NEWMONT CORP,5101,993,619.92K,120.68K,+24.2%,0.27%
438516106,HON,HONEYWELL INTL INC,1479,491,359.93K,119.49K,+49.7%,0.16%
81369Y803,XLK,SELECT SECTOR SPDR TR,1617,803,230.56K,114.5K,+98.6%,0.1%
64125C109,NBIX,NEUROCRINE BIOSCIENCES INC,2267,818,312.05K,112.6K,+56.5%,0.14%
75886F107,REGN,REGENERON PHARMACEUTICALS,550,147,415.2K,110.97K,+36.5%,0.18%
G1151C101,ACN,ACCENTURE PLC IRELAND,2114,438,509.26K,105.51K,+26.1%,0.22%
743315103,PGR,PROGRESSIVE CORP,2859,491,579.31K,99.49K,+20.7%,0.26%
09260D107,BX,BLACKSTONE INC,5988,730,801.32K,97.69K,+13.9%,0.35%
11135F101,AVGO,BROADCOM INC,10271,276,3.5M,93.96K,+2.8%,1.5%
78467X109,DIA,SPDR DOW JONES INDL AVERAGE,2343,183,1.18M,91.85K,+8.5%,0.52%
22160K105,COST,COSTCO WHSL CORP NEW,746,94,724.1K,91.24K,+14.4%,0.32%
254687106,DIS,DISNEY WALT CO,3690,829,405.75K,91.16K,+29%,0.18%
69608A108,PLTR,PALANTIR TECHNOLOGIES INC,19845,646,2.77M,90.12K,+3.4%,1.2%
624756102,MLI,MUELLER INDS INC,2788,730,332.55K,87.07K,+35.5%,0.15%
149123101,CAT,CATERPILLAR INC,1108,111,822.62K,82.41K,+11.1%,0.36%
445658107,JBHT,HUNT J B TRANS SVCS INC,2858,331,654.62K,75.82K,+13.1%,0.29%
172967424,C,CITIGROUP INC,3157,618,385.61K,75.48K,+24.3%,0.17%
632307104,NTRA,NATERA INC,1596,351,337.79K,74.29K,+28.2%,0.15%
67090S108,NCDL,NUVEEN CHURCHILL DIRECT LEND,25568,5232,360.77K,73.82K,+25.7%,0.16%
580135101,MCD,MCDONALDS CORP,1040,215,339.17K,70.12K,+26.1%,0.15%
478160104,JNJ,JOHNSON & JOHNSON,6036,291,1.44M,69.36K,+5.1%,0.63%
20825C104,COP,CONOCOPHILLIPS,4405,642,473.59K,69.02K,+17.1%,0.21%
58506Q109,MEDP,MEDPACE HLDGS INC,698,152,311.34K,67.8K,+27.8%,0.14%
007903107,AMD,ADVANCED MICRO DEVICES INC,3101,297,662.24K,63.43K,+10.6%,0.29%
01989A704,ASCE,ALLSPRING EXCHANGE TRADED FU,24485,2126,704.98K,61.21K,+9.5%,0.31%
617446448,MS,MORGAN STANLEY,2479,311,440.94K,55.32K,+14.3%,0.19%
22788C105,CRWD,CROWDSTRIKE HLDGS INC,2469,122,1.02M,50.43K,+5.2%,0.45%
863667101,SYK,STRYKER CORPORATION,960,138,346.65K,49.83K,+16.8%,0.15%
14021M107,CGIE,CAPITAL GROUP INTERNATIONAL,8445,1339,309.09K,49.01K,+18.8%,0.14%
09290D101,BLK,BLACKROCK INC,839,44,912.24K,47.84K,+5.5%,0.4%
G87110105,FTI,TECHNIPFMC PLC,8698,722,523.62K,43.46K,+9.1%,0.23%
718172109,PM,PHILIP MORRIS INTL INC,4136,234,755.53K,42.75K,+6%,0.33%
46625H100,JPM,JPMORGAN CHASE & CO.,7437,127,2.37M,40.42K,+1.7%,1%
002824100,ABT,ABBOTT LABS,3673,344,412.43K,38.63K,+10.3%,0.18%
92826C839,V,VISA INC,3376,103,1.11M,33.8K,+3.1%,0.49%
031162100,AMGN,AMGEN INC,968,88,352.84K,32.08K,+10%,0.16%
742718109,PG,PROCTER AND GAMBLE CO,5061,198,805.03K,31.49K,+4.1%,0.35%
G1110E107,BHVN,BIOHAVEN LTD,334833,2545,4.08M,31.05K,+0.8%,1.8%
G8473T100,STE,STERIS PLC,1071,124,262.04K,30.34K,+13.1%,0.12%
247361702,DAL,DELTA AIR LINES INC DEL,4113,390,306.29K,29.04K,+10.5%,0.13%
68389X105,ORCL,ORACLE CORP,7222,163,1.15M,26.06K,+2.3%,0.51%
060505104,BAC,BANK AMERICA CORP,15946,459,883.22K,25.42K,+3%,0.39%
30212P303,EXPE,EXPEDIA GROUP INC,3046,105,735.83K,25.36K,+3.6%,0.32%
594918104,MSFT,MICROSOFT CORP,16285,58,6.73M,23.97K,+0.4%,3%
406216101,HAL,HALLIBURTON CO,9086,692,309.11K,23.54K,+8.2%,0.14%
375558103,GILD,GILEAD SCIENCES INC,2207,155,324.99K,22.82K,+7.6%,0.14%
874039100,TSM,TAIWAN SEMICONDUCTOR MFG LTD,1093,55,395.42K,19.9K,+5.3%,0.17%
17275R102,CSCO,CISCO SYS INC,9977,205,860.92K,17.69K,+2.1%,0.38%
09062X103,BIIB,BIOGEN INC,1852,92,350.01K,17.39K,+5.2%,0.15%
G29183103,ETN,EATON CORP PLC,854,45,322.44K,16.99K,+5.6%,0.14%
30040W108,ES,EVERSOURCE ENERGY,3298,223,228.55K,15.45K,+7.3%,0.1%
369604301,GE,GE AEROSPACE,1556,47,492.3K,14.87K,+3.1%,0.22%
46266C105,IQV,IQVIA HLDGS INC,1161,74,211.82K,13.5K,+6.8%,0.09%
038222105,AMAT,APPLIED MATLS INC,1573,41,517.64K,13.49K,+2.7%,0.23%
45337C102,INCY,INCYTE CORP,3730,133,373.19K,13.31K,+3.7%,0.16%
69374H873,ICOW,PACER FDS TR,7280,297,310.8K,12.68K,+4.3%,0.14%
459200101,IBM,INTERNATIONAL BUSINESS MACHS,1332,43,388.74K,12.55K,+3.3%,0.17%
922908744,VTV,VANGUARD INDEX FDS,1150,50,236.69K,10.29K,+4.5%,0.1%
