CUSIP,Ticker,Company,Shares,Delta_Shares,Value,Delta_Value,Delta,Portfolio%
67103H107,ORLY,OREILLY AUTOMOTIVE INC,23390,23390,2.52M,2.52M,NEW,0.06%
437076102,HD,HOME DEPOT INC,6185,6182,2.51M,2.5M,+206066.7%,0.06%
95040Q104,WELL,WELLTOWER INC,16175,14028,2.88M,2.5M,+653.4%,0.07%
670100205,NVO,NOVO-NORDISK A S,146546,44976,8.13M,2.5M,+44.3%,0.2%
75960P104,RELY,REMITLY GLOBAL INC,152370,152370,2.48M,2.48M,NEW,0.06%
526057104,LEN,LENNAR CORP,19217,19217,2.42M,2.42M,NEW,0.06%
131428104,CLMT,CALUMET INC,131051,131051,2.39M,2.39M,NEW,0.06%
548661107,LOW,LOWES COS INC,9304,9304,2.34M,2.34M,NEW,0.06%
07831C103,BRBR,BELLRING BRANDS INC,69705,63661,2.53M,2.31M,+1053.3%,0.06%
86333M108,LRN,STRIDE INC,15512,15512,2.31M,2.31M,NEW,0.06%
M5216V106,GLBE,GLOBAL E ONLINE LTD,71323,62981,2.55M,2.25M,+755%,0.06%
052769106,ADSK,AUTODESK INC,6939,6939,2.2M,2.2M,NEW,0.06%
320517105,FHN,FIRST HORIZON CORPORATION,159453,96383,3.61M,2.18M,+152.8%,0.09%
946784105,WAY,WAYSTAR HLDG CORP,55581,55581,2.11M,2.11M,NEW,0.05%
G4124C109,GRAB,GRAB HOLDINGS LIMITED,1518148,348216,9.14M,2.1M,+29.8%,0.23%
518439104,EL,LAUDER ESTEE COS INC,23685,23685,2.09M,2.09M,NEW,0.05%
76680V108,REI,RING ENERGY INC,1900000,1900000,2.07M,2.07M,NEW,0.05%
45168D104,IDXX,IDEXX LABS INC,3191,3189,2.04M,2.04M,+159450%,0.05%
03743Q108,APA,APA CORPORATION,83745,83745,2.03M,2.03M,NEW,0.05%
189054109,CLX,CLOROX CO DEL,16440,16440,2.03M,2.03M,NEW,0.05%
577933104,MMS,MAXIMUS INC,22176,22176,2.03M,2.03M,NEW,0.05%
12008R107,BLDR,BUILDERS FIRSTSOURCE INC,18792,16683,2.28M,2.02M,+791%,0.06%
745867101,PHM,PULTE GROUP INC,15043,15043,1.99M,1.99M,NEW,0.05%
26856L103,ELF,E L F BEAUTY INC,133598,14980,17.7M,1.98M,+12.6%,0.44%
008073108,AVAV,AEROVIRONMENT INC,6273,6271,1.98M,1.97M,+313550%,0.05%
608190104,MHK,MOHAWK INDS INC,15030,15030,1.94M,1.94M,NEW,0.05%
78409V104,SPGI,S&amp;P GLOBAL INC,3946,3944,1.92M,1.92M,+197200%,0.05%
903731107,ULS,UL SOLUTIONS INC,29786,26555,2.11M,1.88M,+821.9%,0.05%
754730109,RJF,RAYMOND JAMES FINL INC,10802,10802,1.86M,1.86M,NEW,0.05%
09739D100,BCC,BOISE CASCADE CO DEL,28116,24025,2.17M,1.86M,+587.3%,0.05%
147528103,CASY,CASEYS GEN STORES INC,6229,3261,3.52M,1.84M,+109.9%,0.09%
M9T951109,ZIM,ZIM INTEGRATED SHIPPING SERV,163854,135178,2.22M,1.83M,+471.4%,0.06%
14316J108,CG,CARLYLE GROUP INC,92820,29135,5.82M,1.83M,+45.7%,0.15%
247361702,DAL,DELTA AIR LINES INC DEL,109450,31318,6.21M,1.78M,+40.1%,0.16%
911312106,UPS,UNITED PARCEL SERVICE INC,24508,21165,2.05M,1.77M,+633.1%,0.05%
446413106,HII,HUNTINGTON INGALLS INDS INC,55646,6099,16.02M,1.76M,+12.3%,0.4%
337738108,FISV,FISERV INC,13552,13552,1.75M,1.75M,NEW,0.04%
984245100,YPF,YPF SOCIEDAD ANONIMA,70098,70098,1.7M,1.7M,NEW,0.04%
549498202,LCID,LUCID GROUP INC,71360,71360,1.7M,1.7M,NEW,0.04%
278768106,SATS,ECHOSTAR CORP,22193,22193,1.69M,1.69M,NEW,0.04%
16119P108,CHTR,CHARTER COMMUNICATIONS INC N,12212,6095,3.36M,1.68M,+99.6%,0.08%
444859102,HUM,HUMANA INC,6390,6388,1.66M,1.66M,+319400%,0.04%
889478103,TOL,TOLL BROTHERS INC,11920,11920,1.65M,1.65M,NEW,0.04%
854502101,SWK,STANLEY BLACK &amp; DECKER INC,76414,22134,5.68M,1.65M,+40.8%,0.14%
253393102,DKS,DICKS SPORTING GOODS INC,7386,7386,1.64M,1.64M,NEW,0.04%
256677105,DG,DOLLAR GEN CORP NEW,15707,15707,1.62M,1.62M,NEW,0.04%
G29018101,DLO,DLOCAL LTD,111247,111247,1.59M,1.59M,NEW,0.04%
76954A103,RIVN,RIVIAN AUTOMOTIVE INC,107148,107148,1.57M,1.57M,NEW,0.04%
G25457105,CRDO,CREDO TECHNOLOGY GROUP HOLDI,65297,10743,9.51M,1.56M,+19.7%,0.24%
28176E108,EW,EDWARDS LIFESCIENCES CORP,20077,20077,1.56M,1.56M,NEW,0.04%
G0260P102,AS,AMER SPORTS INC,44170,44170,1.53M,1.53M,NEW,0.04%
83001C108,FUN,SIX FLAGS ENTERTAINMENT CORP,66481,66481,1.51M,1.51M,NEW,0.04%
859241101,STRL,STERLING INFRASTRUCTURE INC,4370,4370,1.48M,1.48M,NEW,0.04%
91823B109,UWMC,UWM HOLDINGS CORPORATION,322948,242961,1.97M,1.48M,+303.8%,0.05%
30212P303,EXPE,EXPEDIA GROUP INC,15739,6855,3.36M,1.47M,+77.2%,0.08%
02005N100,ALLY,ALLY FINL INC,36617,36617,1.44M,1.44M,NEW,0.04%
48251W104,KKR,KKR &amp; CO INC,103764,10964,13.48M,1.42M,+11.8%,0.34%
743312100,PRGS,PROGRESS SOFTWARE CORP,32056,31799,1.41M,1.4M,+12373.2%,0.04%
49177J102,KVUE,KENVUE INC,98138,85379,1.59M,1.39M,+669.2%,0.04%
771049103,RBLX,ROBLOX CORP,9885,9885,1.37M,1.37M,NEW,0.03%
681116109,OLLI,OLLIES BARGAIN OUTLET HLDGS,12647,10659,1.62M,1.37M,+536.2%,0.04%
12504L109,CBRE,CBRE GROUP INC,24937,8646,3.93M,1.36M,+53.1%,0.1%
92837L109,VIST,VISTA ENERGY S.A.B. DE C.V.,39015,37394,1.34M,1.29M,+2306.8%,0.03%
737630103,PCH,POTLATCHDELTIC CORPORATION,31496,31496,1.28M,1.28M,NEW,0.03%
57667L107,MTCH,MATCH GROUP INC NEW,36103,35842,1.28M,1.27M,+13732.6%,0.03%
76169C100,REXR,REXFORD INDL RLTY INC,58106,30592,2.39M,1.26M,+111.2%,0.06%
539830109,LMT,LOCKHEED MARTIN CORP,2509,2506,1.25M,1.25M,+83533.3%,0.03%
313148306,AGM,FEDERAL AGRIC MTG CORP,7435,7435,1.25M,1.25M,NEW,0.03%
042315705,ARR,ARMOUR RESIDENTIAL REIT INC,80838,80838,1.21M,1.21M,NEW,0.03%
934423104,WBD,WARNER BROS DISCOVERY INC,110770,61752,2.16M,1.21M,+126%,0.05%
093712107,BE,BLOOM ENERGY CORP,14255,14255,1.21M,1.21M,NEW,0.03%
023193105,AMBQ,AMBIQ MICRO INC,39999,39999,1.2M,1.2M,NEW,0.03%
256746108,DLTR,DOLLAR TREE INC,13728,12555,1.3M,1.18M,+1070.3%,0.03%
18915M107,NET,CLOUDFLARE INC,5227,5227,1.12M,1.12M,NEW,0.03%
G0378L100,AU,ANGLOGOLD ASHANTI PLC,15910,15910,1.12M,1.12M,NEW,0.03%
231021106,CMI,CUMMINS INC,7483,2626,3.16M,1.11M,+54.1%,0.08%
38141G104,GS,GOLDMAN SACHS GROUP INC,175295,1362,139.6M,1.08M,+0.8%,3.5%
018802108,LNT,ALLIANT ENERGY CORP,33753,15759,2.28M,1.06M,+87.6%,0.06%
03073E105,COR,CENCORA INC,3317,3314,1.04M,1.04M,+110466.7%,0.03%
G1828A108,CAEP,CANTOR EQUITY PARTNERS III I,150000,100000,1.55M,1.03M,+200%,0.04%
G2949D112,ETHMW,DYNAMIX CORP,488921,488921,1.03M,1.03M,NEW,0.03%
09857L108,BKNG,BOOKING HOLDINGS INC,5571,191,30.08M,1.03M,+3.6%,0.75%
G1828E100,CEPF,CANTOR EQUITY PARTNERS IV IN,100000,100000,1.02M,1.02M,NEW,0.03%
G1144A105,BTBT,BIT DIGITAL INC,334247,334247,1M,1M,NEW,0.03%
G2851K120,DMIIU,DRUGS MADE IN AMER ACQ II CO,100000,100000,994.5K,994.5K,NEW,0.02%
69888T207,PARR,PAR PAC HOLDINGS INC,27744,27744,982.69K,982.69K,NEW,0.02%
29362U104,ENTG,ENTEGRIS INC,41130,10628,3.8M,982.66K,+34.8%,0.1%
60741F104,MBLY,MOBILEYE GLOBAL INC,69004,69004,974.34K,974.34K,NEW,0.02%
012653101,ALB,ALBEMARLE CORP,41814,11991,3.39M,972.23K,+40.2%,0.08%
553530106,MSM,MSC INDL DIRECT INC,10531,10531,970.33K,970.33K,NEW,0.02%
45867G101,IDCC,INTERDIGITAL INC,2760,2760,952.84K,952.84K,NEW,0.02%
65473P105,NI,NISOURCE INC,21771,21771,942.68K,942.68K,NEW,0.02%
23918K108,DVA,DAVITA INC,10381,7012,1.38M,931.68K,+208.1%,0.03%
184496107,CLH,CLEAN HARBORS INC,3940,3940,915.02K,915.02K,NEW,0.02%
17243V102,CNK,CINEMARK HLDGS INC,32232,32232,903.14K,903.14K,NEW,0.02%
22822V101,CCI,CROWN CASTLE INC,12308,9246,1.19M,892.15K,+302%,0.03%
87807B107,TRP,TC ENERGY CORP,25045,16377,1.36M,891.07K,+188.9%,0.03%
024061103,AXL,AMERICAN AXLE &amp; MFG HLDGS IN,170365,147922,1.02M,889.01K,+659.1%,0.03%
G5S37H101,MRX,MAREX GROUP PLC,26354,26354,886.02K,886.02K,NEW,0.02%
29446Y502,EQX,EQUINOX GOLD CORP,78549,78549,881.32K,881.32K,NEW,0.02%
47233W109,JEF,JEFFERIES FINL GROUP INC,200895,13338,13.14M,872.57K,+7.1%,0.33%
192422103,CGNX,COGNEX CORP,18928,18928,857.44K,857.44K,NEW,0.02%
902973304,USB,US BANCORP DEL,29000,17708,1.4M,855.83K,+156.8%,0.04%
70202L102,PSN,PARSONS CORP DEL,15687,10236,1.3M,848.77K,+187.8%,0.03%
53947R105,LOAR,LOAR HOLDINGS INC,10484,10484,838.72K,838.72K,NEW,0.02%
464287523,SOXX,ISHARES TR,3088,3085,837.11K,836.3K,+102833.3%,0.02%
36262G101,GXO,GXO LOGISTICS INCORPORATED,15743,15743,832.65K,832.65K,NEW,0.02%
370334104,GIS,GENERAL MLS INC,16336,16336,823.66K,823.66K,NEW,0.02%
947890109,WBS,WEBSTER FINL CORP,13843,13843,822.83K,822.83K,NEW,0.02%
589400100,MCY,MERCURY GENL CORP NEW,9645,9645,817.7K,817.7K,NEW,0.02%
872657101,TPG,TPG INC,22235,14148,1.28M,812.8K,+174.9%,0.03%
039483102,ADM,ARCHER DANIELS MIDLAND CO,13405,13405,800.82K,800.82K,NEW,0.02%
G6757R121,ONCHU,1RT ACQUISITION CORP.,75000,75000,791.25K,791.25K,NEW,0.02%
751212101,RL,RALPH LAUREN CORP,7123,2497,2.23M,782.96K,+54%,0.06%
81730H109,S,SENTINELONE INC,75950,43675,1.34M,769.12K,+135.3%,0.03%
205768302,CRK,COMSTOCK RES INC,38550,38550,764.45K,764.45K,NEW,0.02%
163072101,CAKE,CHEESECAKE FACTORY INC,13827,13827,755.51K,755.51K,NEW,0.02%
03945R102,ACHR,ARCHER AVIATION INC,78734,78734,754.27K,754.27K,NEW,0.02%
74624M102,PSTG,PURE STORAGE INC,8830,8830,740.04K,740.04K,NEW,0.02%
40171V100,GWRE,GUIDEWIRE SOFTWARE INC,3189,3189,733.02K,733.02K,NEW,0.02%
036752103,ELV,ELEVANCE HEALTH INC FORMERLY,5222,2267,1.69M,732.51K,+76.7%,0.04%
91733P107,USAR,USA RARE EARTH INC,41479,41479,713.02K,713.02K,NEW,0.02%
02079K107,GOOG,ALPHABET INC,2922,2922,711.65K,711.65K,NEW,0.02%
311900104,FAST,FASTENAL CO,14405,14405,706.42K,706.42K,NEW,0.02%
459506101,IFF,INTERNATIONAL FLAVORS&amp;FRAGRA,11085,11085,682.17K,682.17K,NEW,0.02%
57636Q104,MA,MASTERCARD INCORPORATED,1179,1177,670.53K,669.39K,+58850%,0.02%
04206A101,ARLO,ARLO TECHNOLOGIES INC,39301,39301,666.15K,666.15K,NEW,0.02%
88023U101,SGI,SOMNIGROUP INTERNATIONAL INC,10965,7780,924.68K,656.09K,+244.3%,0.02%
693475105,PNC,PNC FINL SVCS GROUP INC,14567,3252,2.93M,653.42K,+28.7%,0.07%
N3167Y103,RACE,FERRARI N V,1314,1314,637.58K,637.58K,NEW,0.02%
665531307,NOG,NORTHERN OIL &amp; GAS INC,154522,25573,3.83M,634.21K,+19.8%,0.1%
87165B103,SYF,SYNCHRONY FINANCIAL,8800,8800,625.24K,625.24K,NEW,0.02%
368736104,GNRC,GENERAC HLDGS INC,26824,3730,4.49M,624.4K,+16.2%,0.11%
91680M107,UPST,UPSTART HLDGS INC,12151,12151,617.27K,617.27K,NEW,0.02%
724479100,PBI,PITNEY BOWES INC,265210,52866,3.03M,603.2K,+24.9%,0.08%
78435P105,SEZL,SEZZLE INC,7544,7544,599.97K,599.97K,NEW,0.02%
69932A204,PSKY,PARAMOUNT SKYDANCE CORP,31297,31297,592.14K,592.14K,NEW,0.01%
925550105,VIAV,VIAVI SOLUTIONS INC,46390,46390,588.69K,588.69K,NEW,0.01%
40434L105,HPQ,HP INC,31024,21220,844.78K,577.82K,+216.4%,0.02%
23834J201,DAVE,DAVE INC,2874,2874,572.93K,572.93K,NEW,0.01%
L6388F110,TIGO,MILLICOM INTL CELLULAR S A,11744,11744,570.05K,570.05K,NEW,0.01%
55826T102,SPHR,SPHERE ENTERTAINMENT CO,25504,9026,1.58M,560.69K,+54.8%,0.04%
08975B109,BBAI,BIGBEAR AI HLDGS INC,188160,84348,1.23M,549.95K,+81.3%,0.03%
235851102,DHR,DANAHER CORPORATION,2742,2742,543.62K,543.62K,NEW,0.01%
G87110105,FTI,TECHNIPFMC PLC,13729,13729,541.61K,541.61K,NEW,0.01%
058498106,BALL,BALL CORP,10723,10723,540.65K,540.65K,NEW,0.01%
05352A100,AVTR,AVANTOR INC,60450,42618,754.42K,531.87K,+239%,0.02%
35952H700,FCEL,FUELCELL ENERGY INC,68022,68022,530.57K,530.57K,NEW,0.01%
G3730U123,FCRS-UN,FUTURECREST ACQUISITION CORP,50000,50000,530K,530K,NEW,0.01%
04247X102,AWI,ARMSTRONG WORLD INDS INC NEW,2695,2695,528.17K,528.17K,NEW,0.01%
060505104,BAC,BANK AMERICA CORP,10125,10125,522.35K,522.35K,NEW,0.01%
46138W107,FXY,INVESCO CURRENCYSHARES JAPAN,8301,8301,516.4K,516.4K,NEW,0.01%
150870103,CE,CELANESE CORP DEL,13383,12192,563.16K,513.04K,+1023.7%,0.01%
92538J106,VERX,VERTEX INC,20579,20579,510.15K,510.15K,NEW,0.01%
53946R106,LDI,LOANDEPOT INC,163999,163999,503.48K,503.48K,NEW,0.01%
626755102,MUSA,MURPHY USA INC,1296,1293,503.08K,501.91K,+43100%,0.01%
29355A107,ENPH,ENPHASE ENERGY INC,151654,14110,5.37M,499.35K,+10.3%,0.13%
676118201,OMEX,ODYSSEY MARINE EXPL INC,250000,250000,487.5K,487.5K,NEW,0.01%
G4388N106,HELE,HELEN OF TROY LTD,30396,19317,765.98K,486.79K,+174.4%,0.02%
09290D101,BLK,BLACKROCK INC,3253,417,3.79M,486.09K,+14.7%,0.1%
48666K109,KBH,KB HOME,7579,7579,482.33K,482.33K,NEW,0.01%
860372101,STC,STEWART INFORMATION SVCS COR,6358,6358,466.17K,466.17K,NEW,0.01%
626717102,MUR,MURPHY OIL CORP,25206,15604,716.1K,443.31K,+162.5%,0.02%
34959J108,FTV,FORTIVE CORP,9009,9009,441.35K,441.35K,NEW,0.01%
03748R747,AIV,APARTMENT INVT &amp; MGMT CO,54903,54903,435.38K,435.38K,NEW,0.01%
45245E109,IMAX,IMAX CORP,39704,13271,1.3M,434.63K,+50.2%,0.03%
422704106,HL,HECLA MNG CO,35172,35172,425.58K,425.58K,NEW,0.01%
G9460G101,VAL,VALARIS LTD,136825,8564,6.67M,417.67K,+6.7%,0.17%
127190304,CACI,CACI INTL INC,3703,831,1.85M,414.5K,+28.9%,0.05%
29259W700,EU,ENCORE ENERGY CORP,213359,129056,684.88K,414.27K,+153.1%,0.02%
35137L204,FOX,FOX CORP,7157,7157,410.02K,410.02K,NEW,0.01%
462222100,IONS,IONIS PHARMACEUTICALS INC,6112,6112,399.85K,399.85K,NEW,0.01%
72919P202,PLUG,PLUG POWER INC,171259,171259,399.03K,399.03K,NEW,<.01%
35168W103,GUTS,FRACTYL HEALTH INC,250000,250000,397.5K,397.5K,NEW,<.01%
03524A108,BUD,ANHEUSER BUSCH INBEV SA/NV,6615,6615,394.32K,394.32K,NEW,<.01%
91688F104,UPWK,UPWORK INC,34417,21229,639.12K,394.22K,+161%,0.02%
45104G104,IBN,ICICI BANK LIMITED,13018,13018,393.53K,393.53K,NEW,<.01%
110448107,BTI,BRITISH AMERN TOB PLC,7352,7352,390.24K,390.24K,NEW,<.01%
49845K101,KVYO,KLAVIYO INC,13857,13857,383.7K,383.7K,NEW,<.01%
227046109,CROX,CROCS INC,34057,4581,2.85M,382.74K,+15.5%,0.07%
500754106,KHC,KRAFT HEINZ CO,14380,14380,374.45K,374.45K,NEW,<.01%
654484153,NIOBW,NIOCORP DEVS LTD,202176,202176,372K,372K,NEW,<.01%
75281A109,RRC,RANGE RES CORP,9795,9795,368.68K,368.68K,NEW,<.01%
55305B101,MHO,M/I HOMES INC,2535,2535,366.15K,366.16K,NEW,<.01%
893641100,TDG,TRANSDIGM GROUP INC,322,274,424.11K,360.89K,+570.8%,0.01%
631103108,NDAQ,NASDAQ INC,4034,4034,356.81K,356.81K,NEW,<.01%
75508B104,RYAM,RAYONIER ADVANCED MATLS INC,46787,46787,337.8K,337.8K,NEW,<.01%
46125A100,LUNR,INTUITIVE MACHINES INC,31796,31796,334.49K,334.49K,NEW,<.01%
302491303,FMC,FMC CORP,49633,9898,1.67M,332.87K,+24.9%,0.04%
23256X407,HELP,CYBIN INC,82708,56424,487.15K,332.34K,+214.7%,0.01%
636274409,NGG,NATIONAL GRID PLC,4494,4494,326.58K,326.58K,NEW,<.01%
68236H204,ONDS,ONDAS HLDGS INC,227742,41883,1.76M,323.34K,+22.5%,0.04%
G39108108,GTES,GATES INDL CORP PLC,14384,12729,357.01K,315.93K,+769.1%,<.01%
G3223R108,EG,EVEREST GROUP LTD,895,895,313.46K,313.46K,NEW,<.01%
778296103,ROST,ROSS STORES INC,2005,2005,305.54K,305.54K,NEW,<.01%
G13311116,SLMT,BRERA HOLDINGS PLC,10000,10000,300K,300K,NEW,<.01%
G4491L104,XXI,CANTOR EQUITY PARTNERS INC,19424,13321,434.71K,298.12K,+218.3%,0.01%
690742101,OC,OWENS CORNING NEW,2031,2031,287.31K,287.31K,NEW,<.01%
G98239109,XP,XP INC,15268,15268,286.89K,286.89K,NEW,<.01%
000360206,AAON,AAON INC,3048,3048,284.81K,284.81K,NEW,<.01%
55354G100,MSCI,MSCI INC,500,500,283.54K,283.54K,NEW,<.01%
25960P109,DEI,DOUGLAS EMMETT INC,17631,17631,274.51K,274.51K,NEW,<.01%
69121K104,OBDC,BLUE OWL CAPITAL CORPORATION,21386,21386,273.1K,273.1K,NEW,<.01%
29084Q100,EME,EMCOR GROUP INC,407,405,264.49K,263.19K,+20250%,<.01%
576323109,MTZ,MASTEC INC,1234,1234,262.61K,262.61K,NEW,<.01%
806407102,HSIC,HENRY SCHEIN INC,8156,3942,541.31K,261.63K,+93.5%,0.01%
62482R107,COOP,MR COOPER GROUP INC,2624,1226,553.11K,258.43K,+87.7%,0.01%
020764106,AMR,ALPHA METALLURGICAL RESOUR I,1567,1567,257.13K,257.13K,NEW,<.01%
461202103,INTU,INTUIT,375,372,255.79K,253.74K,+12400%,<.01%
070830104,BBWI,BATH &amp; BODY WORKS INC,10133,9822,261.03K,253.01K,+3158.2%,<.01%
20717M103,CFLT,CONFLUENT INC,64302,12756,1.27M,252.57K,+24.7%,0.03%
968223206,WLY,WILEY JOHN &amp; SONS INC,6172,6172,249.78K,249.78K,NEW,<.01%
393657101,GBX,GREENBRIER COS INC,5409,5409,249.73K,249.73K,NEW,<.01%
209115104,ED,CONSOLIDATED EDISON INC,2845,2294,285.98K,230.59K,+416.3%,<.01%
53626N102,LION,LIONSGATE STUDIOS CORP,43761,33165,301.95K,228.84K,+313%,<.01%
698813102,PZZA,PAPA JOHNS INTL INC,26367,4729,1.27M,227.7K,+21.9%,0.03%
90384S303,ULTA,ULTA BEAUTY INC,411,409,224.84K,223.74K,+20450%,<.01%
26210C104,DBX,DROPBOX INC,7342,7342,221.8K,221.8K,NEW,<.01%
829933100,SIRI,SIRIUSXM HOLDINGS INC,9488,9488,220.83K,220.83K,NEW,<.01%
635309206,NCMI,NATIONAL CINEMEDIA INC,48510,48510,218.78K,218.78K,NEW,<.01%
G9471C206,EVTL,VERTICAL AEROSPACE LTD,41600,41600,215.9K,215.9K,NEW,<.01%
949746101,WFC,WELLS FARGO CO NEW,172825,2528,14.49M,211.9K,+1.5%,0.36%
011659109,ALK,ALASKA AIR GROUP INC,4204,4204,209.28K,209.28K,NEW,<.01%
G38644103,GCT,GIGACLOUD TECHNOLOGY INC,7207,7207,204.68K,204.68K,NEW,<.01%
389375106,GTN,GRAY MEDIA INC,34621,34621,200.11K,200.11K,NEW,<.01%
902685106,UDMY,UDEMY INC,28367,28367,198.85K,198.85K,NEW,<.01%
963320106,WHR,WHIRLPOOL CORP,17777,2496,1.4M,196.19K,+16.3%,0.04%
74168J101,PRME,PRIME MEDICINE INC,35063,35063,194.25K,194.25K,NEW,<.01%
55262C100,MBI,MBIA INC,57659,25970,429.56K,193.48K,+82%,0.01%
382550101,GT,GOODYEAR TIRE &amp; RUBR CO,25060,25060,187.45K,187.45K,NEW,<.01%
464286772,EWY,ISHARES INC,2238,2238,179.26K,179.26K,NEW,<.01%
64111Q104,NTGR,NETGEAR INC,58605,5516,1.9M,178.66K,+10.4%,0.05%
754907103,RYN,RAYONIER INC,15593,6599,413.84K,175.14K,+73.4%,0.01%
72346Q104,PNFP,PINNACLE FINL PARTNERS INC,1822,1822,170.88K,170.88K,NEW,<.01%
000361105,AIR,AAR CORP,1896,1896,170.01K,170.01K,NEW,<.01%
G3R239101,GAMB,GAMBLING COM GROUP LIMITED,20572,20572,168.28K,168.28K,NEW,<.01%
157210105,CEVA,CEVA INC,26274,6350,693.9K,167.7K,+31.9%,0.02%
66987E206,NG,NOVAGOLD RES INC,18697,18697,164.53K,164.53K,NEW,<.01%
12503M108,CBOE,CBOE GLOBAL MKTS INC,1519,670,372.48K,164.3K,+78.9%,<.01%
595017104,MCHP,MICROCHIP TECHNOLOGY INC.,2517,2517,161.64K,161.64K,NEW,<.01%
38387Q105,PEW,GRABAGUN DIGITAL HLDGS INC,33701,33701,157.05K,157.05K,NEW,<.01%
60871R209,TAP,MOLSON COORS BEVERAGE CO,19423,3456,878.89K,156.38K,+21.6%,0.02%
24906P109,XRAY,DENTSPLY SIRONA INC,12150,12150,154.18K,154.18K,NEW,<.01%
421298100,HAYW,HAYWARD HLDGS INC,10050,10050,151.96K,151.96K,NEW,<.01%
21874C102,CNM,CORE &amp; MAIN INC,2799,2799,150.67K,150.67K,NEW,<.01%
55405Y100,MTSI,MACOM TECH SOLUTIONS HLDGS I,1206,1206,150.13K,150.13K,NEW,<.01%
N72482206,QGEN,QIAGEN NV,8035,3287,359K,146.86K,+69.2%,<.01%
G29183103,ETN,EATON CORP PLC,391,391,146.34K,146.34K,NEW,<.01%
654902204,NOK,NOKIA CORP,58503,30283,281.4K,145.66K,+107.3%,<.01%
565788106,MARA,MARA HOLDINGS INC,7529,7529,137.48K,137.48K,NEW,<.01%
11133T103,BR,BROADRIDGE FINL SOLUTIONS IN,574,574,136.78K,136.78K,NEW,<.01%
50012A108,KGS,KODIAK GAS SVCS INC,3632,3632,134.28K,134.28K,NEW,<.01%
00402L107,ASO,ACADEMY SPORTS &amp; OUTDOORS IN,2625,2625,131.3K,131.3K,NEW,<.01%
27579R104,EWBC,EAST WEST BANCORP INC,7512,1216,799.65K,129.44K,+19.3%,0.02%
89832Q109,TFC,TRUIST FINL CORP,2820,2820,128.93K,128.93K,NEW,<.01%
00090Q103,ADT,ADT INC DEL,14683,14683,127.89K,127.89K,NEW,<.01%
064058100,BK,BANK NEW YORK MELLON CORP,1152,1152,125.52K,125.52K,NEW,<.01%
77311W101,RKT,ROCKET COS INC,6470,6470,125.39K,125.39K,NEW,<.01%
053807103,AVT,AVNET INC,2394,2394,125.16K,125.16K,NEW,<.01%
68236V302,ETHZ,ETHZILLA CORPORATION,49400,49400,119.05K,119.05K,NEW,<.01%
G4365E111,HCMAW,HCM III ACQUISITION CORP,166665,166665,117.92K,117.92K,NEW,<.01%
668771108,GEN,GEN DIGITAL INC,17683,4087,502.02K,116.03K,+30.1%,0.01%
436440101,HOLX,HOLOGIC INC,2772,1643,187.08K,110.89K,+145.5%,<.01%
68386H103,OPFI,OPPFI INC,9600,9600,108.77K,108.77K,NEW,<.01%
302130109,EXPD,EXPEDITORS INTL WASH INC,7365,873,902.88K,107.02K,+13.4%,0.02%
601137102,MRP,MILLROSE PPTYS INC,5325,3116,178.97K,104.73K,+141.1%,<.01%
902653104,UDR,UDR INC,7179,2756,267.49K,102.69K,+62.3%,<.01%
00510N102,TIC,ACUREN CORP,7501,7501,99.84K,99.84K,NEW,<.01%
955306105,WST,WEST PHARMACEUTICAL SVSC INC,377,377,98.9K,98.9K,NEW,<.01%
50105F105,KRO,KRONOS WORLDWIDE INC,17058,17058,97.91K,97.91K,NEW,<.01%
D18190898,DB,DEUTSCHE BANK A G,2737,2737,96.92K,96.92K,NEW,<.01%
200340107,CMA,COMERICA INC,3896,1369,266.95K,93.8K,+54.2%,<.01%
55272X607,MFA,MFA FINL INC,15519,9930,142.62K,91.26K,+177.7%,<.01%
46434G772,EWT,ISHARES INC,1431,1431,91.04K,91.04K,NEW,<.01%
50187T106,LGIH,LGI HOMES INC,1746,1746,90.29K,90.29K,NEW,<.01%
39304D102,GDOT,GREEN DOT CORP,6403,6403,85.99K,85.99K,NEW,<.01%
92857W308,VOD,VODAFONE GROUP PLC NEW,7280,7280,84.45K,84.45K,NEW,<.01%
016255101,ALGN,ALIGN TECHNOLOGY INC,8226,673,1.03M,84.27K,+8.9%,0.03%
75776W103,RDW,REDWIRE CORPORATION,8767,8767,78.81K,78.81K,NEW,<.01%
G87264100,TGLS,TECNOGLASS INC,1141,1141,76.34K,76.34K,NEW,<.01%
042735100,ARW,ARROW ELECTRS INC,623,623,75.38K,75.38K,NEW,<.01%
573284106,MLM,MARTIN MARIETTA MATLS INC,175,116,110.17K,73.02K,+196.6%,<.01%
35909R108,ULCC,FRONTIER GROUP HLDGS INC,15876,15876,70.09K,70.09K,NEW,<.01%
G5331N101,KYIV,KYIVSTAR GROUP LTD,5591,5591,69.89K,69.89K,NEW,<.01%
00214Q302,ARKG,ARK ETF TR,2500,2500,69.42K,69.42K,NEW,<.01%
72651A207,PAGP,PLAINS GP HLDGS L P,3783,3783,69K,69K,NEW,<.01%
438333106,HNST,HONEST CO INC,17794,17794,65.48K,65.48K,NEW,<.01%
464287515,IGV,ISHARES TR,1375,565,158.14K,64.98K,+69.8%,<.01%
989701107,ZION,ZIONS BANCORPORATION N A,1064,1064,60.2K,60.2K,NEW,<.01%
74766W108,QUBT,QUANTUM COMPUTING INC,3243,3243,59.7K,59.7K,NEW,<.01%
